,name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
1176,NH Collection New York Madison Avenue,591,591,0,8.5,Very good,1.0,4.0,0,"Murray Hill, New York",1.0,9.5,1 large double bed,Superior Room,0,0,0,3,2,2025-02-02
1177,Hampton Inn Times Square Central,363,363,0,8.3,Very good,1.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room with Roll-In Shower - Mobility and Hearing Access/Non-Smoking,0,0,0,3,2,2025-02-02
1178,"U Hotel Fifth Avenue, Empire State Building",302,302,0,7.9,Good,1.0,3.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Queen Room,0,0,0,3,2,2025-02-02
1179,Motto by Hilton New York City Chelsea,603,603,0,8.5,Very good,1.0,4.0,0,"Chelsea, New York",1.0,9.4,1 extra-large double bed,King Room,0,0,0,3,2,2025-02-02
1180,"Club Quarters Hotel Grand Central, New York",452,452,0,8.3,Very good,1.0,4.0,0,"Midtown East, New York",1.0,9.4,1 large double bed,Small Queen Room,0,0,0,3,2,2025-02-02
1181,Heritage Hotel New York City,267,267,0,7.4,Good,1.0,3.0,0,"Flatiron District, New York",1.0,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,2,2025-02-02
1182,Hilton New York Times Square,572,572,0,7.2,Good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,Deluxe King Room - High Floor,0,0,0,3,2,2025-02-02
1183,The Pearl Hotel,487,487,0,8.7,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.7,1 large double bed,Superior Queen Room,0,0,0,3,2,2025-02-02
1184,Sonder Battery Park,358,358,0,8.5,Very good,1.0,3.0,0,"Manhattan, New York",1.0,1.0,1.0,Superior Apartment,0,0,0,3,2,2025-02-02
1185,Eurostars Wall Street,263,263,0,7.9,Good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 single bed,Room Assigned on Arrival,0,0,0,3,2,2025-02-02
1186,Nolitan Hotel SoHo - New York,477,442,0,7.8,Good,1.0,4.0,0,"SoHo, New York",1.0,1.0,1 double bed,Superior Queen Room with Balcony Disability Access,0,0,0,3,2,2025-02-02
1187,"EVEN Hotel New York - Times Square South, an IHG Hotel",450,450,0,8.4,Very good,543.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room - Hearing Accessible/Non-Smoking,0,0,0,3,2,2025-02-02
1188,W New York - Times Square,666,666,0,7.9,Good,1.0,4.0,0,"Manhattan, New York",1.0,9.3,1 extra-large double bed,"Wonderful Guest room, 1 King, City view",0,0,0,3,2,2025-02-02
1189,"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",383,383,0,8.7,Fabulous,1.0,3.0,0,"Midtown East, New York",1.0,9.5,1 large double bed,Queen Room - Non-Smoking,0,0,0,3,2,2025-02-02
1190,"Hotel 50 Bowery, part of JdV by Hyatt",452,452,0,8.5,Very good,961.0,4.0,0,"Chinatown, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,2,2025-02-02
1191,Hilton Garden Inn New York/Midtown Park Avenue,395,395,0,8.1,Very good,1.0,3.0,0,"Manhattan, New York",1.0,9.3,2 double beds,Double Room with Two Double Beds,0,0,0,3,2,2025-02-02
1192,Pod 39,326,326,0,8.3,Very good,1.0,3.0,0,"Murray Hill, New York",1.0,9.5,2 single beds,Twin Room,0,0,0,3,2,2025-02-02
1193,New York Hilton Midtown,572,572,0,7.4,Good,1.0,3.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Urban 1 Queen Bed,0,0,0,3,2,2025-02-02
1194,The FIDI Hotel,357,357,0,8.1,Very good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 large double bed,Standard Queen,0,0,0,3,2,2025-02-02
1195,The Allen Hotel,346,346,0,7.9,Good,1.0,4.0,0,"Lower East Side, New York",1.0,1.0,2 double beds,Deluxe Double Room,0,0,0,3,2,2025-02-02
1196,Refinery Hotel - New York,763,763,0,8.6,Fabulous,600.0,5.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Studio Queen Room,0,0,0,3,2,2025-02-02
1197,Courtyard by Marriott New York Manhattan/Central Park,682,682,0,8.2,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,King or Queen Room with City View,0,0,0,3,2,2025-02-02
1198,Hampton Inn Manhattan Grand Central,468,468,0,8.0,Very good,1.0,3.0,0,"Midtown East, New York",1.0,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,2,2025-02-02
1199,Hyatt Grand Central New York,473,473,0,7.3,Good,1.0,4.0,0,"Midtown East, New York",1.0,1.0,1 large double bed,Queen Room with Tub - Disability Access,0,0,0,3,2,2025-02-02
1200,Iroquois New York Times Square,976,976,0,8.5,Very good,1.0,5.0,0,"Manhattan, New York",1.0,9.7,1 large double bed,Accessible 1 Queen Bed,0,0,0,3,3,2025-02-02
1201,M Social Hotel Times Square New York,741,682,0,8.4,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Social City View King,0,0,0,3,3,2025-02-02
1202,Archer Hotel New York,906,906,0,8.8,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 double bed,Room Type Selected by Hotel,0,0,0,3,3,2025-02-02
1203,Four Points by Sheraton New York Downtown,446,446,0,7.8,Good,1.0,3.0,0,"Manhattan, New York",1.0,1.0,1 large double bed,"Guest room, 1 Queen",0,0,0,3,3,2025-02-02
1204,The Knickerbocker,1172,1121,0,8.6,Fabulous,1.0,5.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,Superior Room with One King Bed,0,0,0,3,3,2025-02-02
1205,Maison Hudson,7197,6479,0,10.0,Exceptional,2.0,5.0,0,"Greenwich Village, New York",1.0,1.0,Private suite,Suite with River View,0,0,0,3,3,2025-02-02
1206,Romer Hell's Kitchen,764,734,0,8.6,Fabulous,1.0,4.0,0,"Hell's Kitchen, New York",1.0,9.5,1 extra-large double bed,Deluxe King,0,0,0,3,3,2025-02-02
1207,"The Cloud One New York-Downtown, by the Motel One Group",489,489,0,8.6,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,3,3,2025-02-02
1208,The Chelsean New York,523,442,0,7.0,Good,1.0,3.0,0,"Chelsea, New York",1.0,1.0,1 extra-large double bed,"Guest Room, 1 King",0,0,0,3,3,2025-02-02
1209,The Washington by LuxUrban,740,509,0,7.7,Good,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,3,2025-02-02
1210,The Herald by LuxUrban,690,505,0,7.7,Good,1.0,3.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,King Room with Roll-in Shower - Mobility Access/Non-Smoking,0,0,0,3,3,2025-02-02
1211,Doubletree By Hilton New York Times Square West,514,514,0,6.8,Review score,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,Standard King Room,0,0,0,3,3,2025-02-02
1212,"voco Times Square South New York, an IHG Hotel",541,541,0,8.1,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 double bed,Standard Double Room,0,0,0,3,3,2025-02-02
1213,citizenM New York Bowery,739,666,0,8.7,Fabulous,1.0,4.0,0,"Lower East Side, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1214,Wingate by Wyndham New York Midtown South/5th Ave,509,509,0,8.4,Very good,1.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,3,2025-02-02
1215,Hotel St. James,435,435,0,8.1,Very good,1.0,2.0,0,"Manhattan, New York",1.0,9.7,1 large double bed,One Queen Bed Room,0,0,0,3,3,2025-02-02
1216,Grayson Hotel,1045,1045,0,8.5,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room - High Floor,0,0,0,3,3,2025-02-02
1217,Aura Hotel Times Square Newly Renovated,634,634,0,7.6,Good,447.0,4.0,0,"Manhattan, New York",1.0,9.3,1 single bed,Standard Full,0,0,0,3,3,2025-02-02
1218,Millennium Hotel Broadway Times Square,745,650,0,7.4,Good,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Queen Room with Bath Tub - Hearing/Mobility Accessible,0,0,0,3,3,2025-02-02
1219,LUMA Hotel - Times Square,848,848,0,8.9,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.7,2 large double beds,URBAN Two Queen Beds ADA Hearing/Visual,0,0,0,3,3,2025-02-02
1220,Hotel Belleclaire Central Park,828,612,0,8.1,Very good,1.0,4.0,0,"Upper West Side, New York",1.0,9.3,1 large double bed,Deluxe 1 Queen Bed Accessible,0,0,0,3,3,2025-02-02
1221,Millennium Downtown New York,782,684,0,7.1,Good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,RENOVATED Premier King - Hudson River View - High Floor,0,0,0,3,3,2025-02-02
1222,Executive Hotel Le Soleil New York,806,806,0,8.6,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Executive Queen Room,0,0,0,3,3,2025-02-02
1223,"Holiday Inn Express - Wall Street, an IHG Hotel",478,478,0,7.8,Good,1.0,3.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,Superior King Room,0,0,0,3,3,2025-02-02
1224,Hilton Garden Inn New York Times Square South,568,568,0,8.2,Very good,1.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1225,Hyatt Place New York City - Times Square,623,623,0,7.8,Good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,"2 beds (1 extra-large double, 1 sofa bed)",Standard King Room with Sofa Bed,0,0,0,3,3,2025-02-02
1226,Cambria Hotel New York - Chelsea,617,617,0,7.9,Good,1.0,4.0,0,"Chelsea, New York",1.0,1.0,1 double bed,King Bed Room,0,0,0,3,3,2025-02-02
1227,The Gregorian New York City,769,738,0,8.3,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 double bed,Double Room,0,0,0,3,3,2025-02-02
1228,Riverside Tower Hotel,512,512,0,8.5,Very good,1.0,2.0,0,"Upper West Side, New York",1.0,1.0,1 large double bed,River View Queen,0,0,0,3,3,2025-02-02
1229,Hotel 57 by LuxUrban,546,546,0,7.0,Good,1.0,4.0,0,"Midtown East, New York",1.0,1.0,1 large double bed,Queen Room - Non-Smoking,0,0,0,3,3,2025-02-02
1230,Park Lane New York,1702,1382,0,7.9,Good,1.0,5.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,City View King,0,0,0,3,3,2025-02-02
1231,Hotel Hayden New York,536,516,0,7.1,Good,1.0,4.0,0,"Chelsea, New York",1.0,1.0,1 extra-large double bed,King Room - Disability Access,0,0,0,3,3,2025-02-02
1232,"Hotel Indigo NYC Financial District, an IHG Hotel",597,597,0,8.8,Fabulous,1.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,Standard King Room,0,0,0,3,3,2025-02-02
1233,Delta Hotels by Marriott New York Times Square,588,588,0,7.8,Good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1234,Moderne Hotel,607,581,0,8.1,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,Deluxe Room,0,0,0,3,3,2025-02-02
1235,"The New Yorker, A Wyndham Hotel",505,505,0,7.7,Good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,9.4,1 large double bed,Standard Queen Room,0,0,0,3,3,2025-02-02
1236,Courtyard by Marriott Times Square West,787,632,0,8.3,Very good,1.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1237,La Quinta by Wyndham Time Square South,577,577,0,8.5,Very good,1.0,3.0,0,"Hell's Kitchen, New York",1.0,9.3,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,3,2025-02-02
1238,The Pearl Hotel,787,653,0,8.7,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.7,1 large double bed,Superior Queen Room,0,0,0,3,3,2025-02-02
1239,UNTITLED at 3 Freeman Alley,755,688,0,8.4,Very good,565.0,4.0,0,"Lower East Side, New York",1.0,1.0,1 double bed,Studio Mini,0,0,0,3,3,2025-02-02
1240,Courtyard New York Downtown Manhattan/Financial District,447,447,0,7.7,Good,1.0,3.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,"Guest room, 1 King, City view",0,0,0,3,3,2025-02-02
1241,CIVILIAN Hotel,719,683,0,8.6,Fabulous,1.0,4.0,0,"Hell's Kitchen, New York",1.0,9.6,1 large double bed,Double Room,0,0,0,3,3,2025-02-02
1242,SpringHill Suites by Marriott New York Manhattan/Times Square South,699,699,0,8.2,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 large double bed,Queen Room - Non-Smoking,0,0,0,3,3,2025-02-02
1243,Best Western Premier Herald Square,395,395,0,7.8,Good,675.0,3.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,3,2025-02-02
1244,Hilton Garden Inn West 35th Street,627,627,0,8.2,Very good,1.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1245,Sheraton Tribeca New York Hotel,581,581,0,7.9,Good,1.0,4.0,0,"Tribeca, New York",1.0,1.0,1 extra-large double bed,Standard King Room,0,0,0,3,3,2025-02-02
1246,W New York - Times Square,927,927,0,7.9,Good,1.0,4.0,0,"Manhattan, New York",1.0,9.3,1 extra-large double bed,"Wonderful Guest room, 1 King, City view",0,0,0,3,3,2025-02-02
1247,DoubleTree by Hilton New York Midtown Fifth Ave,656,656,0,7.6,Good,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Queen Room,0,0,0,3,3,2025-02-02
1248,Pod Times Square,489,489,0,8.2,Very good,1.0,3.0,0,"Hell's Kitchen, New York",1.0,9.4,2 single beds,Bunk Pod,0,0,0,3,3,2025-02-02
1249,Freehand New York,665,585,0,8.0,Very good,1.0,4.0,0,"Gramercy, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1250,Da Vinci Hotel,297,297,0,7.4,Good,1.0,3.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Standard Queen Room,0,0,0,3,3,2025-02-02
1251,DoubleTree by Hilton New York Times Square South,622,622,0,8.2,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,2 large double beds,Queen Room with Two Queen Beds,0,0,0,3,3,2025-02-02
1252,MOXY NYC Times Square,603,603,0,8.1,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 double bed,Double Room,0,0,0,3,3,2025-02-02
1253,Refinery Hotel - New York,1082,1036,0,8.6,Fabulous,600.0,5.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Studio Queen Room,0,0,0,3,3,2025-02-02
1254,"Holiday Inn Express - Times Square South, an IHG Hotel",559,559,0,8.2,Very good,1.0,3.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Standard King Room,0,0,0,3,3,2025-02-02
1255,Element Times Square West,519,519,0,8.1,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,"Guest Room, 1 King",0,0,0,3,3,2025-02-02
1256,Four Points by Sheraton Midtown - Times Square,607,607,0,8.1,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1257,Motto by Hilton New York City Chelsea,864,864,0,8.5,Very good,1.0,4.0,0,"Chelsea, New York",1.0,9.4,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1258,SpringHill Suites by Marriott New York Manhattan Chelsea,798,798,0,8.3,Very good,1.0,4.0,0,"Chelsea, New York",1.0,9.4,1.0,Studio King Room,0,0,0,3,3,2025-02-02
1259,The Belvedere Hotel,633,567,0,7.9,Good,1.0,3.0,0,"Hell's Kitchen, New York",1.0,9.4,2 double beds,Standard Room with Two Double Beds,0,0,0,3,3,2025-02-02
1260,DoubleTree by Hilton New York Downtown,518,518,0,7.5,Good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1261,The Blakely by LuxUrban,740,541,0,7.4,Good,1.0,1.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,3,2025-02-02
1262,The FIDI Hotel,522,522,0,8.1,Very good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 large double bed,Superior Corner Queen,0,0,0,3,3,2025-02-02
1263,Hyatt House New York/Chelsea,877,877,0,8.4,Very good,1.0,3.0,0,"Chelsea, New York",1.0,9.5,1 extra-large double bed,Den King Room,0,0,0,3,3,2025-02-02
1264,Life Hotel New York,646,566,0,8.0,Very good,801.0,4.0,0,"NoMad, New York",1.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,3,3,2025-02-02
1265,Hampton Inn Manhattan-35th St Empire State Bldg,822,741,0,8.2,Very good,1.0,3.0,0,"Manhattan, New York",1.0,9.6,2 double beds,Double Room with Two Double Beds - Non-Smoking,0,0,0,3,3,2025-02-02
1266,Heritage Hotel New York City,471,429,0,7.4,Good,1.0,3.0,0,"Flatiron District, New York",1.0,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,3,2025-02-02
1267,"EVEN Hotel New York - Times Square South, an IHG Hotel",692,692,0,8.4,Very good,543.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room - Hearing Accessible/Non-Smoking,0,0,0,3,3,2025-02-02
1268,Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,535,535,0,8.0,Very good,1.0,3.0,0,"Chelsea, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1269,Leon Hotel LES,590,519,0,8.0,Very good,1.0,3.0,0,"Lower East Side, New York",1.0,1.0,1 double bed,Deluxe Room,0,0,0,3,3,2025-02-02
1270,DoubleTree by Hilton Hotel New York City - Chelsea,600,600,0,7.1,Good,1.0,4.0,0,"Chelsea, New York",1.0,1.0,2 double beds,Double Room with Two Double Beds - Non-Smoking,0,0,0,3,3,2025-02-02
1271,"Club Quarters Hotel Grand Central, New York",568,568,0,8.3,Very good,1.0,4.0,0,"Midtown East, New York",1.0,9.4,1 double bed,CLUB Room,0,0,0,3,3,2025-02-02
1272,citizenM New York Times Square,824,743,0,8.7,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1273,"Hotel 50 Bowery, part of JdV by Hyatt",684,684,0,8.5,Very good,961.0,4.0,0,"Chinatown, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1274,Hard Rock Hotel New York,1200,1200,0,8.6,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,3,3,2025-02-02
1275,Sixty LES,988,988,0,7.7,Good,848.0,4.0,0,"Lower East Side, New York",1.0,1.0,1 large double bed,Queen Studio,0,0,0,3,3,2025-02-02
1276,Virgin Hotels New York City,1416,1313,0,8.3,Very good,1.0,4.0,0,"NoMad, New York",1.0,1.0,1 extra-large double bed,Sky Chamber King Empire View,0,0,0,3,3,2025-02-02
1277,"InterContinental New York Barclay Hotel, an IHG Hotel",1275,1275,0,8.1,Very good,1.0,5.0,0,"Midtown East, New York",1.0,1.0,1.0,Classic Room,0,0,0,3,3,2025-02-02
1278,Hyatt Centric Times Square New York,1053,1053,0,8.4,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.5,2 large double beds,Queen Room with Two Queen Beds,0,0,0,3,3,2025-02-02
1279,"Kimpton Theta New York - Times Square, an IHG Hotel",954,874,0,8.1,Very good,1.0,5.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,Premium King Room - High Floor,0,0,0,3,3,2025-02-02
1280,Margaritaville Resort Times Square,799,706,0,8.5,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Standard Room one queen Bed,0,0,0,3,3,2025-02-02
1281,Millennium Hilton New York One UN Plaza,940,940,0,7.4,Good,1.0,4.0,0,"Midtown East, New York",1.0,1.0,2 single beds,Room with Two Twin Beds - City View,0,0,0,3,3,2025-02-02
1282,Fairfield By Marriott New York Manhattan Times Square,759,759,0,8.3,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room with View,0,0,0,3,3,2025-02-02
1283,Hilton Garden Inn New York Manhattan Midtown East,670,670,0,7.4,Good,1.0,3.0,0,"Midtown East, New York",1.0,1.0,2 large double beds,Queen Room with Two Queen Beds,0,0,0,3,3,2025-02-02
1284,New York Hilton Midtown,857,857,0,7.4,Good,1.0,3.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Urban 1 Queen Bed,0,0,0,3,3,2025-02-02
1285,Moxy NYC Lower East Side,959,959,0,8.0,Very good,1.0,4.0,0,"Lower East Side, New York",1.0,1.0,1 extra-large double bed,King Room  - No View,0,0,0,3,3,2025-02-02
1286,"EVEN Hotel New York - Midtown East, an IHG Hotel",816,816,0,8.1,Very good,1.0,4.0,0,"Midtown East, New York",1.0,9.3,1 double bed,Standard Room,0,0,0,3,3,2025-02-02
1287,Hampton Inn Manhattan Grand Central,675,675,0,8.0,Very good,1.0,3.0,0,"Midtown East, New York",1.0,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,3,2025-02-02
1288,Hilton Garden Inn New York Times Square North,864,779,0,8.1,Very good,1.0,3.0,0,"Manhattan, New York",1.0,9.4,2 double beds,Double Room with Two Double Beds,0,0,0,3,3,2025-02-02
1289,Eurostars Wall Street,560,450,0,7.9,Good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 large double bed,Queen Room,0,0,0,3,3,2025-02-02
1290,The Manhattan Club,734,734,0,8.2,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.6,Private suite,Executive Junior Suite,0,0,0,3,3,2025-02-02
1291,Mint House at 70 Pine,892,892,0,9.2,Superb,979.0,4.0,0,"Manhattan, New York",1.0,1.0,1.0,Studio,0,0,0,3,3,2025-02-02
1292,AC Hotel by Marriott New York Downtown,615,615,0,8.4,Very good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,King Room with River View and Adapted Tub - Mobility Accessible,0,0,0,3,3,2025-02-02
1293,Sanctuary Hotel New York,875,760,0,8.2,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.7,1 double bed,Cozy Queen,0,0,0,3,3,2025-02-02
1294,Courtyard New York Manhattan/Times Square,1017,1017,0,8.1,Very good,1.0,3.0,0,"Manhattan, New York",1.0,9.5,2 double beds,Double Room with Two Double Beds and Roll-in Shower - Mobility and Hearing Accessible,0,0,0,3,3,2025-02-02
1295,Sheraton New York Times Square Hotel,702,702,0,6.4,Review score,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 large double bed,Traditional Queen Room with Adapted Tub - Mobility and Hearing Accessible,0,0,0,3,3,2025-02-02
1296,Four Points by Sheraton Manhattan SoHo Village,546,546,0,7.9,Good,890.0,3.0,0,"SoHo, New York",1.0,1.0,1 extra-large double bed,"Guest Room, 1 King",0,0,0,3,3,2025-02-02
1297,Henn na Hotel New York,678,591,0,8.6,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,Handicap Accessible Room,0,0,0,3,3,2025-02-02
1298,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,690,690,0,7.9,Good,1.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,3,3,2025-02-02
1299,NoMo SoHo,1256,1201,0,7.7,Good,1.0,4.0,0,"SoHo, New York",1.0,1.0,1 large double bed,Classic Queen,0,0,0,3,3,2025-02-02
1300,Iroquois New York Times Square,1246,1246,0,8.5,Very good,1.0,5.0,0,"Manhattan, New York",1.0,9.7,1 large double bed,Accessible 1 Queen Bed,0,0,0,3,4,2025-02-02
1301,Archer Hotel New York,1146,1146,0,8.8,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 double bed,Room Type Selected by Hotel,0,0,0,3,4,2025-02-02
1302,The Washington by LuxUrban,1028,714,0,7.7,Good,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,4,2025-02-02
1303,M Social Hotel Times Square New York,1111,1020,0,8.4,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Social City View King,0,0,0,3,4,2025-02-02
1304,City Club Hotel,703,657,0,7.3,Good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 double bed,Petite Room,0,0,0,3,4,2025-02-02
1305,Four Points by Sheraton New York Downtown,615,615,0,7.8,Good,1.0,3.0,0,"Manhattan, New York",1.0,1.0,1 large double bed,"Guest room, 1 Queen",0,0,0,3,4,2025-02-02
1306,Romer Hell's Kitchen,1111,1065,0,8.6,Fabulous,1.0,4.0,0,"Hell's Kitchen, New York",1.0,9.5,1 extra-large double bed,Deluxe King,0,0,0,3,4,2025-02-02
1307,The Herald by LuxUrban,1080,750,0,7.7,Good,1.0,3.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,4,2025-02-02
1308,LUMA Hotel - Times Square,1057,1057,0,8.9,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.7,1 extra-large double bed,Metro King Studio with Sofa Bed,0,0,0,3,4,2025-02-02
1309,Grayson Hotel,1310,1310,0,8.5,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room - High Floor,0,0,0,3,4,2025-02-02
1310,Riverside Tower Hotel,698,698,0,8.5,Very good,1.0,2.0,0,"Upper West Side, New York",1.0,1.0,1 large double bed,River View Queen,0,0,0,3,4,2025-02-02
1311,The Chelsean New York,778,653,0,7.0,Good,1.0,3.0,0,"Chelsea, New York",1.0,1.0,1 extra-large double bed,"Guest Room, 1 King",0,0,0,3,4,2025-02-02
1312,Millennium Downtown New York,1031,902,0,7.1,Good,1.0,4.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,RENOVATED Premier King - Hudson River View - High Floor,0,0,0,3,4,2025-02-02
1313,Doubletree By Hilton New York Times Square West,765,765,0,6.8,Review score,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,Standard King Room,0,0,0,3,4,2025-02-02
1314,Wingate by Wyndham New York Midtown South/5th Ave,751,751,0,8.4,Very good,1.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room - Non-Smoking,0,0,0,3,4,2025-02-02
1315,"The Cloud One New York-Downtown, by the Motel One Group",836,836,0,8.6,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,Superior King Room with City and River View,0,0,0,3,4,2025-02-02
1316,Cambria Hotel New York - Chelsea,881,881,0,7.9,Good,1.0,4.0,0,"Chelsea, New York",1.0,1.0,1 double bed,King Bed Room,0,0,0,3,4,2025-02-02
1317,Hotel 57 by LuxUrban,818,818,0,7.0,Good,1.0,4.0,0,"Midtown East, New York",1.0,1.0,1 large double bed,Queen Room - Non-Smoking,0,0,0,3,4,2025-02-02
