,name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
7779,Aloft Manhattan Downtown - Financial District,489,489,0,7.8,Good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 large double bed,"Guest room, 1 Queen",0,0,0,16,3,2025-02-04
7780,CIVILIAN Hotel,705,705,0,8.6,Fabulous,2.7,4.0,0,"Hell's Kitchen, New York",2.7,9.6,1 large double bed,Double Room,0,0,0,16,3,2025-02-04
7781,414 Hotel,534,482,0,7.0,Good,7.0,2.7,0,"Hell's Kitchen, New York",2.7,2.7,Private suite,Deluxe Queen Suite,0,0,0,16,3,2025-02-04
7782,"Holiday Inn Express New York City Chelsea, an IHG Hotel",805,663,0,7.8,Good,2.7,3.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,Standard King Room,0,0,0,16,3,2025-02-04
7783,MOXY NYC Times Square,620,620,0,8.1,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 large double bed,Queen Room,0,0,0,16,3,2025-02-04
7784,Courtyard by Marriott New York World Trade Center Area,504,504,0,8.2,Very good,2.7,3.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,King Room - Hearing Accessible,0,0,0,16,3,2025-02-04
7785,Courtyard by Marriott Times Square West,971,779,0,8.4,Very good,2.7,3.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,3,2025-02-04
7786,Westgate New York Grand Central,727,667,0,8.3,Very good,13.0,4.0,0,"Murray Hill, New York",2.7,2.7,1 large double bed,Luxe Queen,0,0,0,16,3,2025-02-04
7787,Aloft New York Chelsea,668,668,0,8.3,Very good,162.0,4.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,3,2025-02-04
7788,Lex Hotel NYC,675,573,0,8.2,Very good,2.7,3.0,0,"Kips Bay, New York",2.7,2.7,1 large double bed,Queen Room,0,0,0,16,3,2025-02-04
7789,Moxy NYC Downtown,660,660,0,8.1,Very good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 large double bed,Queen Room,0,0,0,16,3,2025-02-04
7790,Moxy NYC Chelsea,756,756,0,8.3,Very good,2.7,4.0,0,"Chelsea, New York",2.7,9.3,1 extra-large double bed,King Room,0,0,0,16,3,2025-02-04
7791,Margaritaville Resort Times Square,855,754,0,8.5,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,Standard Room One King Bed,0,0,0,16,3,2025-02-04
7792,"Club Quarters Hotel World Trade Center, New York",688,646,0,8.3,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 large double bed,Superior Studio,0,0,0,16,3,2025-02-04
7793,The Renwick,690,662,0,8.4,Very good,2.7,4.0,0,"Murray Hill, New York",2.7,9.6,1 extra-large double bed,Gallery King Accessible,0,0,0,16,3,2025-02-04
7794,Hotel Belleclaire Central Park,922,922,0,8.1,Very good,2.7,4.0,0,"Upper West Side, New York",2.7,9.3,1 large double bed,Deluxe 1 Queen Bed,0,0,0,16,3,2025-02-04
7795,Delta Hotels by Marriott New York Times Square,697,697,0,7.8,Good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,3,2025-02-04
7796,AC Hotel by Marriott New York Downtown,558,558,0,8.4,Very good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,King Guest Room - One King Bed - Non-Smoking,0,0,0,16,3,2025-02-04
7797,17John,815,815,0,8.7,Fabulous,207.0,3.0,0,"Manhattan, New York",2.7,2.7,2.7,King Studio,0,0,0,16,3,2025-02-04
7798,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,586,586,0,8.5,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,2.7,King Studio,0,0,0,16,3,2025-02-04
7799,Hilton Club The Central at 5th New York,1060,1060,0,9.0,Superb,802.0,3.0,0,"Midtown East, New York",2.7,9.8,1 extra-large double bed,King Studio,0,0,0,16,3,2025-02-04
7800,Archer Hotel New York,981,981,0,8.8,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 large double bed,Classic Queen Mobility- and Hearing-Accessible Guest Room With Roll-In Shower,0,0,0,16,4,2025-02-04
7801,Grayson Hotel,967,967,0,8.5,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7802,The Chelsean New York,790,662,0,7.0,Good,2.7,3.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,"Guest room, 1 King, High floor",0,0,0,16,4,2025-02-04
7803,"The Mayfair Hotel Times Square, Ascend Hotel Collection",731,731,0,8.6,Fabulous,2.7,3.0,0,"Manhattan, New York",2.7,9.6,1 double bed,Deluxe Double Room - Non Smoking,0,0,0,16,4,2025-02-04
7804,Romer Hell's Kitchen,1031,989,0,8.6,Fabulous,2.7,4.0,0,"Hell's Kitchen, New York",2.7,9.5,1 extra-large double bed,Deluxe King,0,0,0,16,4,2025-02-04
7805,Hyatt Place New York City - Times Square,771,771,0,7.8,Good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,Standard King Room,0,0,0,16,4,2025-02-04
7806,Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,660,660,0,8.0,Very good,2.7,3.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7807,"voco Times Square South New York, an IHG Hotel",834,834,0,8.1,Very good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 double bed,Standard Room with Full Bed and Tub - Mobility Accessible,0,0,0,16,4,2025-02-04
7808,Hotel Hayden New York,678,678,0,7.1,Good,2.7,4.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,Superior King Room,0,0,0,16,4,2025-02-04
7809,SpringHill Suites by Marriott New York Manhattan/Times Square South,849,849,0,8.2,Very good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 large double bed,Queen Room - Non-Smoking,0,0,0,16,4,2025-02-04
7810,Hampton Inn Manhattan-35th St Empire State Bldg,836,754,0,8.2,Very good,2.7,3.0,0,"Manhattan, New York",2.7,9.6,1 extra-large double bed,King Room - Non-Smoking,0,0,0,16,4,2025-02-04
7811,citizenM New York Bowery,909,820,0,8.7,Fabulous,2.7,4.0,0,"Lower East Side, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7812,Hotel 57 by LuxUrban,981,674,0,7.0,Good,2.7,4.0,0,"Midtown East, New York",2.7,2.7,1 double bed,Double Room - Non-Smoking,0,0,0,16,4,2025-02-04
7813,Four Points by Sheraton New York Downtown,565,565,0,7.8,Good,2.7,3.0,0,"Manhattan, New York",2.7,2.7,1 large double bed,"Guest room, 1 Queen",0,0,0,16,4,2025-02-04
7814,Hyatt House New York/Chelsea,844,844,0,8.4,Very good,2.7,3.0,0,"Chelsea, New York",2.7,9.5,1 extra-large double bed,Den King Room,0,0,0,16,4,2025-02-04
7815,Courtyard New York Manhattan/Midtown West,1002,1002,0,8.6,Fabulous,2.7,4.0,0,"Hudson Yards, New York",2.7,2.7,1 extra-large double bed,Midtown King,0,0,0,16,4,2025-02-04
7816,Doubletree By Hilton New York Times Square West,722,722,0,6.8,Review score,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,One King Bed Hearing Accessible,0,0,0,16,4,2025-02-04
7817,Hyatt Centric Midtown 5th Avenue New York,999,999,0,8.0,Very good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,0,0,0,16,4,2025-02-04
7818,Pod Times Square,724,638,0,8.2,Very good,2.7,3.0,0,"Hell's Kitchen, New York",2.7,9.4,1 double bed,Full Pod,0,0,0,16,4,2025-02-04
7819,Freehand New York,915,767,0,8.0,Very good,2.7,4.0,0,"Gramercy, New York",2.7,2.7,1 large double bed,Cozy Queen,0,0,0,16,4,2025-02-04
7820,CIVILIAN Hotel,848,848,0,8.6,Fabulous,2.7,4.0,0,"Hell's Kitchen, New York",2.7,9.6,1 large double bed,Double Room,0,0,0,16,4,2025-02-04
7821,La Quinta by Wyndham Time Square South,786,786,0,8.5,Very good,2.7,3.0,0,"Hell's Kitchen, New York",2.7,9.3,1 extra-large double bed,King Room - Non-Smoking,0,0,0,16,4,2025-02-04
7822,"The Cloud One New York-Downtown, by the Motel One Group",767,767,0,8.6,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 extra-large double bed,Standard King Room,0,0,0,16,4,2025-02-04
7823,"The Beekman, A Thompson Hotel, by Hyatt",1606,1606,0,8.7,Fabulous,351.0,5.0,0,"Manhattan, New York",2.7,2.7,1 large double bed,Queen Room,0,0,0,16,4,2025-02-04
7824,"Holiday Inn Express - Wall Street, an IHG Hotel",748,748,0,7.8,Good,2.7,3.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,Superior King Room,0,0,0,16,4,2025-02-04
7825,"Hotel Indigo NYC Financial District, an IHG Hotel",684,684,0,8.9,Fabulous,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,Standard King Room,0,0,0,16,4,2025-02-04
7826,The Gotham Hotel,1047,1047,0,8.5,Very good,2.7,4.0,0,"Midtown East, New York",2.7,9.5,1 extra-large double bed,Midtown Balcony King,0,0,0,16,4,2025-02-04
7827,The Herald by LuxUrban,1036,758,0,7.7,Good,2.7,3.0,0,"Manhattan, New York",2.7,9.6,1 extra-large double bed,Deluxe King Room - Non-Smoking,0,0,0,16,4,2025-02-04
7828,Cambria Hotel New York - Chelsea,792,792,0,7.9,Good,2.7,4.0,0,"Chelsea, New York",2.7,2.7,1 double bed,King Bed Room,0,0,0,16,4,2025-02-04
7829,"The New Yorker, A Wyndham Hotel",743,743,0,7.7,Good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,9.4,1 large double bed,Standard Queen Room,0,0,0,16,4,2025-02-04
7830,Hilton Garden Inn New York/Tribeca,659,659,0,7.5,Good,662.0,3.0,0,"Tribeca, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7831,Four Points by Sheraton Midtown - Times Square,762,762,0,8.1,Very good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7832,W New York - Times Square,1076,1076,0,7.9,Good,2.7,4.0,0,"Manhattan, New York",2.7,9.3,1 extra-large double bed,"Wonderful Guest room, 1 King, City view",0,0,0,16,4,2025-02-04
7833,DoubleTree by Hilton New York Downtown,644,644,0,7.5,Good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7834,Leon Hotel LES,794,698,0,8.0,Very good,2.7,3.0,0,"Lower East Side, New York",2.7,2.7,1 extra-large double bed,Deluxe King Room,0,0,0,16,4,2025-02-04
7835,The Washington by LuxUrban,1090,749,0,7.7,Good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 extra-large double bed,Deluxe King Room - Non-Smoking,0,0,0,16,4,2025-02-04
7836,M Social Hotel Times Square New York,1133,1040,0,8.4,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.6,1 extra-large double bed,Social City View King,0,0,0,16,4,2025-02-04
7837,Moxy NYC Lower East Side,984,984,0,8.0,Very good,2.7,4.0,0,"Lower East Side, New York",2.7,2.7,1 extra-large double bed,King Room  - No View,0,0,0,16,4,2025-02-04
7838,Courtyard by Marriott New York Manhattan/Chelsea,890,890,0,8.2,Very good,2.7,4.0,0,"Chelsea, New York",2.7,9.3,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7839,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,871,871,0,7.9,Good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,9.5,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7840,Hampton Inn by Hilton New York Times Square,972,972,0,7.8,Good,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,King Bed with City View,0,0,0,16,4,2025-02-04
7841,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,659,659,0,8.3,Very good,2.7,3.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7842,Millennium Hotel Broadway Times Square,1018,888,0,7.4,Good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 large double bed,Queen Room with Bath Tub - Hearing/Mobility Accessible,0,0,0,16,4,2025-02-04
7843,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,823,823,0,8.4,Very good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,1 King Bed,0,0,0,16,4,2025-02-04
7844,Henn na Hotel New York,1031,895,0,8.6,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,Handicap Accessible Room,0,0,0,16,4,2025-02-04
7845,Heritage Hotel New York City,634,579,0,7.4,Good,2.7,3.0,0,"Flatiron District, New York",2.7,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,16,4,2025-02-04
7846,Hotel Stanford,860,733,0,7.9,Good,140.0,3.0,0,"Manhattan, New York",2.7,9.5,1 double bed,Superior Queen Room,0,0,0,16,4,2025-02-04
7847,Eurostars Wall Street,809,650,0,7.9,Good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 large double bed,Queen Room,0,0,0,16,4,2025-02-04
7848,citizenM New York Times Square,1066,961,0,8.7,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.6,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7849,Fairfield Inn by Marriott New York Manhattan/Financial District,674,674,0,7.8,Good,2.7,3.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7850,DoubleTree by Hilton Hotel New York City - Chelsea,731,731,0,7.1,Good,2.7,4.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,King Room - Non-Smoking,0,0,0,16,4,2025-02-04
7851,Hyatt Place New York Chelsea,895,895,0,7.9,Good,2.7,4.0,0,"Chelsea, New York",2.7,2.7,2 double beds,Double Room with Two Double Beds,0,0,0,16,4,2025-02-04
7852,Wingate by Wyndham New York Midtown South/5th Ave,807,807,0,8.4,Very good,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,King Room - Non-Smoking,0,0,0,16,4,2025-02-04
7853,"Holiday Inn Express - Times Square South, an IHG Hotel",782,782,0,8.1,Very good,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,Standard King Room,0,0,0,16,4,2025-02-04
7854,The Knickerbocker,1719,1644,0,8.6,Fabulous,2.7,5.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,Deluxe Room with One King Bed,0,0,0,16,4,2025-02-04
7855,"InterContinental New York Barclay Hotel, an IHG Hotel",1121,1121,0,8.1,Very good,2.7,5.0,0,"Midtown East, New York",2.7,2.7,2.7,Classic Room,0,0,0,16,4,2025-02-04
7856,Courtyard by Marriott New York Manhattan/Central Park,1125,1125,0,8.2,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 large double bed,King or Queen Room with City View,0,0,0,16,4,2025-02-04
7857,Renaissance New York Chelsea Hotel,966,966,0,8.1,Very good,2.7,4.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,"Guest Room, 1 King",0,0,0,16,4,2025-02-04
7858,Courtyard by Marriott New York Manhattan/ Fifth Avenue,753,753,0,7.8,Good,2.7,4.0,0,"Manhattan, New York",2.7,9.6,1 large double bed,Queen Room,0,0,0,16,4,2025-02-04
7859,Residence Inn New York Downtown Manhattan/Financial District,613,613,0,8.1,Very good,715.0,4.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,"Studio, 1 King",0,0,0,16,4,2025-02-04
7860,BeHome by LuxUrban,730,587,0,6.5,Review score,2.7,3.0,0,"Hell's Kitchen, New York",2.7,9.3,1 large double bed,Queen Room - Non-Smoking,0,0,0,16,4,2025-02-04
7861,Hotel Mimosa,661,661,0,8.3,Very good,2.7,3.0,0,"Chinatown, New York",2.7,2.7,1 large double bed,Superior Queen Room,0,0,0,16,4,2025-02-04
7862,Four Points by Sheraton Manhattan Midtown West,765,765,0,8.3,Very good,2.7,4.0,0,"Hudson Yards, New York",2.7,2.7,1 large double bed,Queen Room,0,0,0,16,4,2025-02-04
7863,"Club Quarters Hotel Grand Central, New York",754,754,0,8.3,Very good,2.7,4.0,0,"Midtown East, New York",2.7,9.4,1 large double bed,Standard Queen Room,0,0,0,16,4,2025-02-04
7864,SoHo 54,709,654,0,7.6,Good,2.7,3.0,0,"SoHo, New York",2.7,2.7,1 extra-large double bed,SoHo King,0,0,0,16,4,2025-02-04
7865,"EVEN Hotel New York - Midtown East, an IHG Hotel",832,832,0,8.1,Very good,2.7,4.0,0,"Midtown East, New York",2.7,9.3,1 extra-large double bed,Standard King Room,0,0,0,16,4,2025-02-04
7866,Millennium Downtown New York,1100,878,0,7.1,Good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,RENOVATED Premier King - Hudson River View - High Floor,0,0,0,16,4,2025-02-04
7867,NoMo SoHo,1124,1079,0,7.7,Good,2.7,4.0,0,"SoHo, New York",2.7,2.7,1 large double bed,Classic Queen,0,0,0,16,4,2025-02-04
7868,Hilton Club The Central at 5th New York,1332,1332,0,9.0,Superb,802.0,3.0,0,"Midtown East, New York",2.7,9.8,1 extra-large double bed,King Studio,0,0,0,16,4,2025-02-04
7869,The Gregorian New York City,1136,994,0,8.3,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 double bed,Double Room,0,0,0,16,4,2025-02-04
7870,Aloft New York Chelsea,805,805,0,8.3,Very good,162.0,4.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7871,Best Western Premier Empire State Hotel,689,689,0,8.5,Very good,2.7,3.0,0,"NoMad, New York",2.7,9.3,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7872,Motto by Hilton New York City Chelsea,899,899,0,8.5,Very good,2.7,4.0,0,"Chelsea, New York",2.7,9.4,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7873,"U Hotel Fifth Avenue, Empire State Building",706,706,0,7.9,Good,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 large double bed,Queen Room,0,0,0,16,4,2025-02-04
7874,LUMA Hotel - Times Square,1248,1248,0,8.9,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.7,2 large double beds,Urban Room With Two Queen Beds,0,0,0,16,4,2025-02-04
7875,American Dream,492,492,0,8.0,Very good,520.0,2.0,0,"Gramercy, New York",2.7,9.3,1 bunk bed,Twin Room with Shared Bathroom,0,0,0,16,4,2025-02-04
7876,17John,1002,1002,0,8.7,Fabulous,207.0,3.0,0,"Manhattan, New York",2.7,2.7,2.7,King Studio,0,0,0,16,4,2025-02-04
7877,414 Hotel,650,587,0,7.0,Good,7.0,2.7,0,"Hell's Kitchen, New York",2.7,2.7,Private suite,Deluxe Queen Suite,0,0,0,16,4,2025-02-04
7878,Executive Hotel Le Soleil New York,1120,1120,0,8.7,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 large double bed,Executive Queen Room,0,0,0,16,4,2025-02-04
7879,SpringHill Suites by Marriott New York Manhattan Chelsea,1037,1037,0,8.3,Very good,2.7,4.0,0,"Chelsea, New York",2.7,9.4,2.7,Studio King Room with City View,0,0,0,16,4,2025-02-04
7880,Delta Hotels by Marriott New York Times Square,852,852,0,7.8,Good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7881,Aloft Manhattan Downtown - Financial District,593,593,0,7.8,Good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,"Guest Room, 1 King",0,0,0,16,4,2025-02-04
7882,Hilton Garden Inn West 35th Street,800,800,0,8.2,Very good,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7883,"Le Méridien New York, Fifth Avenue",1045,1045,0,7.8,Good,63.0,4.0,0,"NoMad, New York",2.7,9.4,1 extra-large double bed,Classic King Room,0,0,0,16,4,2025-02-04
7884,Home2 Suites By Hilton New York Times Square,1066,1066,0,7.7,Good,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 large double bed,Corner Queen Room with Roll-In Shower - Mobility Access,0,0,0,16,4,2025-02-04
7885,Life Hotel New York,1038,904,0,8.0,Very good,802.0,4.0,0,"NoMad, New York",2.7,9.4,1 extra-large double bed,Standard King Room,0,0,0,16,4,2025-02-04
7886,Ink 48 Hotel,900,829,0,7.5,Good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,16,4,2025-02-04
7887,Best Western Premier Herald Square,666,666,0,7.8,Good,674.0,3.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,King Room - Non-Smoking,0,0,0,16,4,2025-02-04
7888,The Dominick Hotel,2454,1900,0,8.7,Fabulous,2.7,5.0,0,"SoHo, New York",2.7,9.4,1 extra-large double bed,Hudson Square King Room,0,0,0,16,4,2025-02-04
7889,Four Points by Sheraton Manhattan SoHo Village,847,722,0,7.9,Good,888.0,3.0,0,"SoHo, New York",2.7,2.7,1 extra-large double bed,"Guest Room, 1 King",0,0,0,16,4,2025-02-04
7890,Virgin Hotels New York City,1366,1270,0,8.3,Very good,2.7,4.0,0,"NoMad, New York",2.7,2.7,1 extra-large double bed,Chamber King ADA,0,0,0,16,4,2025-02-04
7891,Courtyard by Marriott New York World Trade Center Area,634,634,0,8.2,Very good,2.7,3.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,King Room - Hearing Accessible,0,0,0,16,4,2025-02-04
7892,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,829,829,0,8.0,Very good,2.7,3.0,0,"Manhattan, New York",2.7,9.5,2.7,King Studio,0,0,0,16,4,2025-02-04
7893,The FIDI Hotel,743,743,0,8.1,Very good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 large double bed,Standard Queen,0,0,0,16,4,2025-02-04
7894,Sonder Battery Park,765,765,0,8.5,Very good,2.7,3.0,0,"Manhattan, New York",2.7,2.7,2.7,Superior Studio,0,0,0,16,4,2025-02-04
7895,Nolitan Hotel SoHo - New York,984,800,0,7.8,Good,2.7,4.0,0,"SoHo, New York",2.7,2.7,1 large double bed,Deluxe Queen Room,0,0,0,16,4,2025-02-04
7896,The Manhattan Club,1089,1089,0,8.2,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.6,Private suite,Executive Junior Suite,0,0,0,16,4,2025-02-04
7897,Hotel AKA NoMad,1110,1110,0,8.3,Very good,663.0,4.0,0,"NoMad, New York",2.7,9.3,1 large double bed,Double Room,0,0,0,16,4,2025-02-04
7898,"Holiday Inn Express New York City Chelsea, an IHG Hotel",973,804,0,7.8,Good,2.7,3.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,Standard King Room,0,0,0,16,4,2025-02-04
7899,Pod 39,865,759,0,8.3,Very good,2.7,3.0,0,"Murray Hill, New York",2.7,9.5,1 double bed,Double Room,0,0,0,16,4,2025-02-04
7900,Four Points by Sheraton New York Downtown,665,665,0,7.8,Good,2.7,3.0,0,"Manhattan, New York",7.0,2.7,1 large double bed,"Guest room, 1 Queen",0,0,0,16,5,2025-02-04
7901,Archer Hotel New York,1272,1272,0,8.8,Fabulous,2.7,4.0,0,"Manhattan, New York",1.8,9.5,1 large double bed,Classic Queen Mobility- and Hearing-Accessible Guest Room With Roll-In Shower,0,0,0,16,5,2025-02-04
7902,The Chelsean New York,941,791,0,7.0,Good,2.7,3.0,0,"Chelsea, New York",2.8,2.7,1 extra-large double bed,"Guest room, 1 King, High floor",0,0,0,16,5,2025-02-04
7903,Grayson Hotel,1238,1238,0,8.5,Very good,2.7,4.0,0,"Manhattan, New York",1.8,9.5,1 extra-large double bed,King Room,0,0,0,16,5,2025-02-04
7904,"The Mayfair Hotel Times Square, Ascend Hotel Collection",872,872,0,8.6,Fabulous,2.7,3.0,0,"Manhattan, New York",0.8,9.6,1 double bed,Deluxe Double Room - Non Smoking,0,0,0,16,5,2025-02-04
7905,Romer Hell's Kitchen,1263,1161,0,8.6,Fabulous,2.7,4.0,0,"Hell's Kitchen, New York",0.6,9.5,1 extra-large double bed,Deluxe King,0,0,0,16,5,2025-02-04
7906,Doubletree By Hilton New York Times Square West,999,822,0,6.8,Review score,2.7,4.0,0,"Hell's Kitchen, New York",1.6,2.7,1 extra-large double bed,Standard King Room,0,0,0,16,5,2025-02-04
7907,Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,755,755,0,8.0,Very good,2.7,3.0,0,"Chelsea, New York",2.6,2.7,1 extra-large double bed,King Room,0,0,0,16,5,2025-02-04
7908,Hyatt Place New York City - Times Square,890,890,0,7.8,Good,2.7,4.0,0,"Hell's Kitchen, New York",1.7,2.7,1 extra-large double bed,Standard King Room,0,0,0,16,5,2025-02-04
7909,"voco Times Square South New York, an IHG Hotel",992,992,0,8.1,Very good,2.7,4.0,0,"Hell's Kitchen, New York",1.8,2.7,1 double bed,Standard Room with Full Bed and Tub - Mobility Accessible,0,0,0,16,5,2025-02-04
7910,Hampton Inn Manhattan-35th St Empire State Bldg,1022,901,0,8.2,Very good,2.7,3.0,0,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room - Non-Smoking,0,0,0,16,5,2025-02-04
7911,Hyatt Centric Midtown 5th Avenue New York,1201,1201,0,8.0,Very good,2.7,4.0,0,"Manhattan, New York",1.9,2.7,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,0,0,0,16,5,2025-02-04
7912,SpringHill Suites by Marriott New York Manhattan/Times Square South,1041,1041,0,8.2,Very good,2.7,4.0,0,"Hell's Kitchen, New York",1.9,2.7,1 large double bed,Queen Room - Non-Smoking,0,0,0,16,5,2025-02-04
7913,Fairfield Inn by Marriott New York Manhattan/Financial District,756,756,0,7.8,Good,2.7,3.0,0,"Manhattan, New York",7.2,2.7,1 extra-large double bed,King Room,0,0,0,16,5,2025-02-04
7914,Hotel Hayden New York,913,913,0,7.1,Good,2.7,4.0,0,"Chelsea, New York",2.5,2.7,1 extra-large double bed,Superior King Room,0,0,0,16,5,2025-02-04
7915,Pod Times Square,876,764,0,8.2,Very good,2.7,3.0,0,"Hell's Kitchen, New York",1.4,9.4,1 double bed,Full Pod,0,0,0,16,5,2025-02-04
7916,La Quinta by Wyndham Time Square South,929,929,0,8.5,Very good,2.7,3.0,0,"Hell's Kitchen, New York",1.7,9.3,1 extra-large double bed,King Room - Non-Smoking,0,0,0,16,5,2025-02-04
7917,TownePlace Suites by Marriott New York Manhattan/Chelsea,975,975,0,8.2,Very good,2.7,4.0,0,"Chelsea, New York",2.5,9.4,2.7,King Studio,0,0,0,16,5,2025-02-04
7918,Courtyard by Marriott New York Manhattan/ Fifth Avenue,890,890,0,7.8,Good,2.7,4.0,0,"Manhattan, New York",1.8,9.6,1 large double bed,Queen Room,0,0,0,16,5,2025-02-04
7919,Freehand New York,1085,911,0,8.0,Very good,2.7,4.0,0,"Gramercy, New York",3.1,2.7,1 large double bed,Cozy Queen,0,0,0,16,5,2025-02-04
