name,discounted_price,original_price,star_rating,review_score,review_title,number_of_reviews,neighborhood,distance_from_center,free_cancellation,prepayment_needed,breakfast_included,time_to_travel,length_of_stay,snapshot_date
7 Days Hotel,149.0,149.0,3.0,7.6,Very good,115.0,Bronx,12.2,True,False,False,24,4,2025-03-09
The Lucerne Hotel,382.0,622.0,4.0,8.6,Excellent,2654.0,Upper West Side,1.6,True,True,True,24,4,2025-03-09
The Lodge Red Hook,,,3.0,8.3,Excellent,3795.0,Brooklyn,0.0,False,True,False,24,4,2025-03-09
Club Quarters Hotel Grand Central,358.0,413.0,4.0,8.7,Excellent,389.0,Midtown East,0.0,True,True,False,24,4,2025-03-09
Millennium Downtown New York,350.0,511.0,4.0,7.7,Very good,649.0,Financial District,3.9,True,True,True,24,4,2025-03-09
Courtyard by Marriott New York World Trade Center Area,333.0,739.0,3.0,8.4,Excellent,2539.0,Financial District,4.3,True,True,False,24,4,2025-03-09
Best Western Premier Empire State Hotel,297.0,655.0,3.0,8.7,Excellent,282.0,Gramercy,0.0,True,False,False,24,4,2025-03-09
The Herald Hotel by LuxUrban,350.0,797.0,5.0,8.0,Excellent,662.0,Times Square,0.0,True,True,False,24,4,2025-03-09
Courtyard Westbury Long Island,251.0,251.0,5.0,8.6,Excellent,443.0,John F. Kennedy International Airport,31.3,False,True,False,24,4,2025-03-09
"Hilton Garden Inn West 37th/Times Square South, NY",404.0,611.0,3.0,8.3,Excellent,4504.0,Times Square,0.0,True,False,True,24,4,2025-03-09
Kimpton Hotel Eventi,551.0,698.0,4.0,8.6,Excellent,1168.0,Chelsea,0.0,True,False,False,24,4,2025-03-09
Holiday Inn Express - Times Square South,354.0,749.0,3.0,8.4,Excellent,3583.0,Times Square,0.0,True,True,True,24,4,2025-03-09
New York Marriott Marquis,616.0,961.0,5.0,8.6,Excellent,4975.0,Times Square,0.0,True,True,True,24,4,2025-03-09
"Staypineapple, An Artful Hotel, Midtown",368.0,690.0,3.0,8.7,Excellent,2049.0,Times Square,0.0,True,False,False,24,4,2025-03-09
citizenM New York Bowery,337.0,563.0,4.0,8.7,Excellent,3515.0,Lower East Side,2.3,True,False,True,24,4,2025-03-09
Four Points by Sheraton New York Downtown,302.0,674.0,5.0,8.1,Excellent,2374.0,Financial District,4.2,True,False,True,24,4,2025-03-09
KAMA CENTRAL PARK,365.0,365.0,1.0,7.9,Very good,3982.0,Upper West Side,3.7,False,True,False,24,4,2025-03-09
The Solita Soho Hotel,318.0,465.0,3.0,7.9,Very good,1426.0,Chinatown,2.6,True,False,False,24,4,2025-03-09
The Jewel a Club Quarters Hotel Opposite Rockefeller Center,,,4.0,8.7,Excellent,3950.0,Times Square,0.0,False,True,False,24,4,2025-03-09
Feather Factory Hotel,245.0,1025.0,3.0,8.1,Excellent,2587.0,LaGuardia Airport,2.0,True,True,True,24,4,2025-03-09
HGU New York,417.0,478.0,4.0,8.2,Excellent,169.0,Gramercy,0.0,True,False,False,24,4,2025-03-09
Hampton Inn Brooklyn/Downtown,335.0,697.0,3.0,8.6,Excellent,2296.0,Brooklyn,4.5,True,False,True,24,4,2025-03-09
Motto by Hilton New York City Chelsea,379.0,1111.0,4.0,8.7,Excellent,3659.0,Chelsea,0.0,True,True,False,24,4,2025-03-09
Nesva Hotel,293.0,922.0,5.0,8.3,Excellent,1807.0,Long Island City,2.0,True,False,False,24,4,2025-03-09
Hampton Inn New York - LaGuardia Airport,247.0,576.0,3.0,8.4,Excellent,71.0,LaGuardia Airport,7.7,True,True,True,24,4,2025-03-09
HOTEL ROSE,163.0,200.0,5.0,8.6,Excellent,34.0,Bronx,7.5,False,True,False,24,4,2025-03-09
Moxy NYC Chelsea,418.0,869.0,4.0,8.4,Excellent,3367.0,Chelsea,0.0,True,False,False,24,4,2025-03-09
The Melrose Hotel,193.0,286.0,3.0,9.4,Exceptional,15.0,Bronx,7.2,True,True,False,24,4,2025-03-09
The Time New York,368.0,368.0,5.0,8.1,Excellent,175.0,Times Square,0.0,True,True,False,24,4,2025-03-09
Holiday Inn Express NYC Brooklyn - Sunset Park,229.0,806.0,5.0,8.4,Excellent,176.0,Brooklyn,10.1,True,True,True,24,4,2025-03-09
The Westin New York Grand Central,524.0,1460.0,5.0,8.5,Excellent,1692.0,Midtown East,0.0,True,True,False,24,4,2025-03-09
Hyatt Place New York / Chelsea,425.0,425.0,4.0,8.2,Excellent,8386.0,Chelsea,0.0,True,False,True,24,4,2025-03-09
Arthouse Hotel,361.0,680.0,4.0,8.4,Excellent,245.0,Upper West Side,1.4,True,False,True,24,4,2025-03-09
Park Lane New York,532.0,1299.0,5.0,8.4,Excellent,76.0,Upper East Side,0.0,True,False,False,24,4,2025-03-09
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,357.0,869.0,5.0,8.7,Excellent,15.0,Times Square,0.0,True,False,True,24,5,2025-03-09
W New York – Union Square,567.0,1101.0,5.0,8.4,Excellent,367.0,Gramercy,0.5,True,False,False,24,5,2025-03-09
45 Times Square Hotel,371.0,504.0,5.0,8.5,Excellent,3175.0,Times Square,0.0,True,True,False,24,5,2025-03-09
Hotel Hayden,339.0,380.0,4.0,7.5,Very good,3877.0,Chelsea,0.0,True,False,True,24,5,2025-03-09
Hampton Inn NY-JFK,245.0,702.0,5.0,7.8,Very good,5827.0,John F. Kennedy International Airport,16.7,True,False,True,24,5,2025-03-09
Hyatt Herald Square New York,319.0,319.0,4.0,8.3,Excellent,1603.0,Gramercy,0.0,True,True,True,24,5,2025-03-09
Tempo by Hilton New York Times Square,408.0,1006.0,4.0,8.6,Excellent,1212.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Hard Rock Hotel New York,350.0,350.0,4.0,8.9,Excellent,427.0,Times Square,0.0,True,True,True,24,5,2025-03-09
New York Hilton Midtown Hotel,329.0,1005.0,4.0,7.9,Very good,944.0,Midtown West,0.0,True,True,True,24,5,2025-03-09
Hilton Garden Inn Long Island City New York,319.0,419.0,3.0,8.3,Excellent,1039.0,Long Island City,2.0,True,True,False,24,5,2025-03-09
Pod Times Square,287.0,287.0,3.0,8.5,Excellent,1827.0,Times Square,0.0,True,False,False,24,5,2025-03-09
HI New York City Hostel,69.0,69.0,2.0,8.6,Excellent,4232.0,Upper West Side,3.5,False,True,False,24,5,2025-03-09
The Manhattan At Times Square an IHG Hotel,280.0,949.0,4.0,6.5,Good,2210.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Americana Inn,182.0,407.0,2.0,7.7,Very good,456.0,Times Square,0.0,True,True,False,24,5,2025-03-09
YOTEL New York Times Square,299.0,962.0,4.0,8.0,Excellent,836.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Royalton New York,301.0,825.0,4.0,8.2,Excellent,493.0,Times Square,0.0,True,True,False,24,5,2025-03-09
La Quinta Inn & Suites by Wyndham New York City Central Park,281.0,541.0,5.0,7.0,Very good,5096.0,Upper West Side,0.9,True,True,True,24,5,2025-03-09
Pod 51,282.0,282.0,3.0,8.0,Excellent,12226.0,Midtown East,0.0,True,False,False,24,5,2025-03-09
The Parc Hotel,200.0,313.0,5.0,7.9,Very good,236.0,LaGuardia Airport,10.4,True,False,True,24,5,2025-03-09
"The New Yorker, A Wyndham Hotel",314.0,778.0,4.0,7.8,Very good,14729.0,Times Square,0.0,True,True,False,24,5,2025-03-09
DoubleTree by Hilton Hotel New York Times Square West,312.0,992.0,4.0,7.4,Very good,13213.0,Times Square,0.0,True,False,True,24,5,2025-03-09
Hyatt Regency Times Square,,,4.0,8.1,Excellent,1249.0,Times Square,0.0,False,True,False,24,5,2025-03-09
Warwick New York Hotel,405.0,559.0,5.0,8.4,Excellent,8031.0,Midtown West,0.0,True,True,False,24,5,2025-03-09
Paramount Times Square,266.0,266.0,4.0,7.3,Very good,6892.0,Times Square,0.0,True,True,False,24,5,2025-03-09
Hotel Edison,453.0,524.0,4.0,7.8,Very good,12865.0,Times Square,0.0,True,False,True,24,5,2025-03-09
Pestana Park Avenue,370.0,1478.0,4.0,9.1,Exceptional,294.0,Midtown East,0.0,True,True,False,24,5,2025-03-09
"Public, an Ian Schrager Hotel",454.0,454.0,4.0,8.3,Excellent,329.0,Lower East Side,2.0,True,True,False,24,5,2025-03-09
DoubleTree by Hilton New York Downtown,285.0,784.0,4.0,7.8,Very good,499.0,Financial District,4.7,True,False,True,24,5,2025-03-09
Ink 48 Hotel,353.0,671.0,5.0,8.0,Excellent,388.0,Midtown West,0.0,True,True,True,24,5,2025-03-09
Motto by Hilton New York City Times Square,297.0,806.0,3.0,8.4,Excellent,2093.0,Times Square,0.0,True,False,False,24,5,2025-03-09
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,291.0,856.0,4.0,8.5,Excellent,5571.0,Financial District,4.8,True,True,True,24,5,2025-03-09
Comfort Inn Manhattan - Midtown West,228.0,228.0,5.0,7.6,Very good,99.0,Midtown West,0.0,False,True,False,24,5,2025-03-09
Hotel 27 by LuxUrban,278.0,648.0,3.0,7.5,Very good,1388.0,Gramercy,0.0,True,True,False,24,5,2025-03-09
The Baltic Hotel,235.0,442.0,3.0,7.3,Very good,221.0,Brooklyn,6.0,True,False,True,24,5,2025-03-09
Central Park West Hostel,207.0,207.0,2.0,5.7,Review score,1219.0,Upper West Side,2.2,True,True,False,24,5,2025-03-09
The Hotel @ Fifth Avenue,308.0,308.0,5.0,8.1,Excellent,4518.0,Gramercy,0.0,True,True,False,24,5,2025-03-09
Arlo NoMad,382.0,745.0,4.0,8.5,Excellent,2997.0,Gramercy,0.0,True,True,True,24,5,2025-03-09
Arlo SoHo,438.0,537.0,4.0,8.5,Excellent,314.0,Soho,2.5,True,True,True,24,5,2025-03-09
Pod 39,294.0,294.0,3.0,8.5,Excellent,711.0,Midtown East,0.0,True,False,False,24,5,2025-03-09
The Knickerbocker Hotel,458.0,1264.0,5.0,8.7,Excellent,2822.0,Times Square,0.0,True,True,False,24,5,2025-03-09
Night Hotel Broadway,239.0,398.0,5.0,7.0,Very good,1236.0,Upper West Side,2.8,True,True,False,24,5,2025-03-09
Washington Square Hotel,337.0,337.0,5.0,8.8,Excellent,1116.0,Greenwich Village,1.4,False,True,False,24,5,2025-03-09
Hyatt Place New York City / Times Square,387.0,387.0,4.0,8.2,Excellent,378.0,Times Square,0.0,True,False,True,24,5,2025-03-09
Ace Hotel,346.0,346.0,4.0,8.4,Excellent,629.0,Gramercy,0.0,True,False,True,24,5,2025-03-09
Arlo Midtown,374.0,604.0,4.0,8.7,Excellent,6786.0,Times Square,0.0,True,True,True,24,5,2025-03-09
TRYP by Wyndham New York City Times Square / Midtown,360.0,551.0,5.0,7.8,Very good,1526.0,Times Square,0.0,True,False,True,24,5,2025-03-09
U Hotel Fifth Avenue,268.0,1313.0,3.0,8.2,Excellent,4227.0,Times Square,0.0,True,False,False,24,5,2025-03-09
Sheraton Brooklyn New York Hotel,249.0,955.0,4.0,7.7,Very good,3692.0,Brooklyn,5.0,True,False,False,24,5,2025-03-09
Holiday Inn New York City - Times Square,431.0,711.0,5.0,8.1,Excellent,860.0,Times Square,0.0,True,False,True,24,5,2025-03-09
TownePlace Suites by Marriott New York Long Island City/Manhattan View,238.0,634.0,3.0,8.4,Excellent,82.0,Long Island City,1.3,True,True,True,24,5,2025-03-09
Pestana CR7 Times Square,267.0,466.0,4.0,8.7,Excellent,2909.0,Times Square,0.0,True,True,False,24,5,2025-03-09
John Hotel,189.0,408.0,5.0,8.1,Excellent,304.0,LaGuardia Airport,10.5,True,False,True,24,5,2025-03-09
Da Vinci Hotel,130.0,130.0,3.0,8.2,Excellent,352.0,Midtown West,0.0,False,True,False,24,5,2025-03-09
"Holiday Inn Express New York City Times Square, an IHG Hotel",308.0,453.0,3.0,7.9,Very good,224.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Hotel Hendricks,332.0,850.0,4.0,8.2,Excellent,179.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Hotel Beacon,489.0,563.0,4.0,9.0,Exceptional,122.0,Upper West Side,1.2,True,True,True,24,5,2025-03-09
Hyatt Grand Central New York,311.0,311.0,4.0,7.8,Very good,5143.0,Midtown East,0.0,True,True,True,24,5,2025-03-09
Aloft New York Brooklyn,239.0,943.0,3.0,8.2,Excellent,145.0,Brooklyn,5.0,True,False,True,24,5,2025-03-09
The Queens Hotel,174.0,183.0,3.0,7.7,Very good,448.0,LaGuardia Airport,5.3,True,False,False,24,5,2025-03-09
The Shelburne Sonesta New York​,292.0,653.0,4.0,8.4,Excellent,3129.0,Midtown East,0.0,True,False,False,24,5,2025-03-09
Days Inn by Wyndham Staten Island,144.0,315.0,2.0,7.9,Very good,29.0,Staten Island,16.1,True,True,True,24,5,2025-03-09
InterContinental New York Barclay Hotel,386.0,914.0,5.0,8.3,Excellent,2589.0,Midtown East,0.0,True,True,True,24,5,2025-03-09
Allegria Hotel,244.0,244.0,4.0,7.9,Very good,357.0,Long Beach,30.8,False,True,False,24,5,2025-03-09
Ramada by Wyndham Flushing Queens,188.0,556.0,5.0,7.9,Very good,424.0,LaGuardia Airport,10.6,True,False,True,24,5,2025-03-09
"EVEN Hotel Brooklyn, an IHG Hotel",343.0,728.0,4.0,8.2,Excellent,277.0,Brooklyn,5.4,True,True,True,24,5,2025-03-09
"Voco Times Square South, New York",368.0,741.0,5.0,8.1,Excellent,5352.0,Times Square,0.0,True,True,True,24,5,2025-03-09
The Gallivant Times Square,292.0,357.0,5.0,6.7,Good,1768.0,Times Square,0.0,True,True,False,24,5,2025-03-09
The Brooklyn,269.0,466.0,5.0,6.9,Good,414.0,Brooklyn,6.5,True,True,False,24,5,2025-03-09
Hotel 309,159.0,159.0,2.0,6.8,Good,361.0,Chelsea,0.8,True,True,False,24,5,2025-03-09
DoubleTree by Hilton New York JFK Airport,246.0,358.0,4.0,7.2,Very good,77.0,John F. Kennedy International Airport,16.5,True,True,True,24,5,2025-03-09
Hotel 57 by LuxUrban,338.0,1312.0,4.0,7.7,Very good,207.0,Midtown East,0.0,True,True,False,24,5,2025-03-09
Hilton Garden Inn New York Times Square North,377.0,1257.0,4.0,8.6,Excellent,271.0,Times Square,0.0,True,False,True,24,5,2025-03-09
NH Collection New York Madison Avenue,268.0,268.0,4.0,8.6,Excellent,2218.0,Midtown East,0.0,False,True,False,24,5,2025-03-09
Radio Hotel,232.0,1083.0,4.0,8.5,Excellent,56.0,Harlem,9.8,True,True,False,24,5,2025-03-09
Voyage Hotel,161.0,161.0,2.0,5.3,Review score,400.0,Long Island City,1.5,True,True,False,24,5,2025-03-09
The William Vale,682.0,682.0,5.0,8.8,Excellent,182.0,Brooklyn,1.9,True,True,True,24,5,2025-03-09
Truss Hotel Times Square,379.0,395.0,4.0,8.1,Excellent,169.0,Times Square,0.0,True,True,False,24,5,2025-03-09
,,,,,,,,0.0,True,False,False,24,5,2025-03-09
Homewood Suites New York Midtown Manhattan Times Sq South,346.0,891.0,5.0,8.5,Excellent,5420.0,Times Square,0.0,True,False,True,24,5,2025-03-09
Carnegie Hotel,451.0,521.0,4.0,8.8,Excellent,2656.0,Midtown West,0.0,True,True,True,24,5,2025-03-09
Concorde Hotel New York,358.0,1247.0,4.0,8.9,Excellent,2192.0,Midtown East,0.0,True,True,False,24,5,2025-03-09
CLUB QUARTERS HOTEL TIMES SQUARE - MIDTOWN,,,4.0,8.6,Excellent,534.0,Times Square,0.0,False,True,False,24,5,2025-03-09
Phoenix Hotel Brooklyn Sunset Park,178.0,521.0,5.0,6.1,Good,190.0,Brooklyn,9.7,True,True,False,24,5,2025-03-09
LIC Hotel,277.0,426.0,3.0,8.6,Excellent,366.0,Long Island City,1.4,True,True,True,24,5,2025-03-09
OYO Times Square,236.0,1027.0,4.0,7.5,Very good,463.0,Times Square,0.0,True,True,False,24,5,2025-03-09
InterContinental New York Times Square,469.0,930.0,5.0,8.2,Excellent,4417.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Wyndham Garden Brooklyn Sunset Park,204.0,434.0,4.0,7.9,Very good,1685.0,Brooklyn,9.7,True,False,False,24,5,2025-03-09
Holiday Inn Manhattan 6th Ave - Chelsea,302.0,624.0,3.0,7.8,Very good,4183.0,Chelsea,0.0,True,True,True,24,5,2025-03-09
The Dominick Hotel,706.0,706.0,5.0,8.6,Excellent,1074.0,Soho,2.3,True,True,True,24,5,2025-03-09
Moon Hotel Brooklyn,211.0,398.0,3.0,7.5,Very good,11.0,Brooklyn,8.9,True,False,False,24,5,2025-03-09
The FIDI Hotel,299.0,368.0,4.0,8.3,Excellent,1658.0,Financial District,0.0,True,True,False,24,5,2025-03-09
Hilton Garden Inn New York West 35th Street,336.0,576.0,3.0,8.4,Excellent,4282.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Hampton Inn Manhattan/Times Square Central,346.0,884.0,5.0,8.7,Excellent,756.0,Times Square,0.0,True,False,True,24,5,2025-03-09
Hotel Hugo SoHo,427.0,774.0,5.0,8.4,Excellent,151.0,Soho,2.3,True,True,False,24,5,2025-03-09
SoHo 54,299.0,310.0,3.0,7.9,Very good,4327.0,Soho,2.5,True,False,False,24,5,2025-03-09
Even Hotel New York - Midtown East,305.0,748.0,4.0,8.6,Excellent,186.0,Midtown East,0.0,True,True,True,24,5,2025-03-09
Wingate by Wyndham Long Island City,208.0,339.0,5.0,8.3,Excellent,2706.0,Long Island City,1.3,True,False,True,24,5,2025-03-09
JG Sohotel,237.0,564.0,2.0,8.2,Excellent,173.0,Soho,2.8,True,True,False,24,5,2025-03-09
Royalton Park Avenue,405.0,749.0,5.0,8.6,Excellent,2739.0,Gramercy,0.0,True,True,False,24,5,2025-03-09
W New York - Times Square,402.0,1068.0,5.0,8.1,Excellent,1975.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Nap York Central Park Sleep Station,107.0,107.0,1.0,8.5,Excellent,454.0,Midtown West,0.0,False,True,False,24,5,2025-03-09
Flushing Hotel,178.0,250.0,2.0,6.2,Good,267.0,LaGuardia Airport,10.7,True,False,False,24,5,2025-03-09
San Carlos Hotel,314.0,663.0,5.0,9.0,Exceptional,200.0,Midtown East,0.0,True,False,False,24,5,2025-03-09
The Muse New York,336.0,1002.0,5.0,8.8,Excellent,395.0,Times Square,0.0,True,True,False,24,5,2025-03-09
Hilton New York Times Square,353.0,1110.0,4.0,8.0,Excellent,953.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Moxy NYC Times Square,382.0,950.0,4.0,8.3,Excellent,6350.0,Times Square,0.0,True,False,False,24,5,2025-03-09
Embassy Suites by Hilton New York Manhattan Times Square,414.0,894.0,4.0,8.1,Excellent,418.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Hotel Stanford,341.0,466.0,3.0,8.2,Excellent,1213.0,Gramercy,0.0,True,True,True,24,5,2025-03-09
Sanctuary Hotel New York,366.0,927.0,4.0,8.7,Excellent,162.0,Times Square,0.0,True,True,True,24,5,2025-03-09
The Gregorian Hotel,380.0,1004.0,4.0,8.4,Excellent,1516.0,Times Square,0.0,True,True,False,24,5,2025-03-09
WestHouse Hotel New York,431.0,431.0,5.0,8.3,Excellent,2267.0,Midtown West,0.0,False,True,False,24,5,2025-03-09
La Quinta Inn & Suites by Wyndham Times Square South,404.0,1039.0,5.0,8.7,Excellent,4536.0,Times Square,0.0,True,False,True,24,5,2025-03-09
The One Boutique Hotel,151.0,168.0,3.0,7.3,Very good,1128.0,LaGuardia Airport,11.0,True,True,False,24,5,2025-03-09
Wyndham Garden Chinatown,283.0,561.0,4.0,8.1,Excellent,715.0,Chinatown,2.7,True,False,True,24,5,2025-03-09
Highbridge Hotel,323.0,520.0,3.0,8.7,Excellent,196.0,Bronx,9.1,True,False,True,24,5,2025-03-09
"Red Roof PLUS+ Jamaica, NY - JFK Airport",217.0,217.0,5.0,7.8,Very good,21.0,John F. Kennedy International Airport,14.7,True,False,False,24,5,2025-03-09
The Westin New York at Times Square,339.0,1036.0,5.0,8.4,Excellent,2829.0,Times Square,0.0,True,True,False,24,5,2025-03-09
NOMO SOHO Hotel,393.0,393.0,5.0,8.5,Excellent,273.0,Soho,2.7,True,True,False,24,5,2025-03-09
Aiden by Best Western Long Island City New York,191.0,191.0,5.0,7.5,Very good,327.0,Long Island City,1.3,True,True,False,24,5,2025-03-09
Holiday Inn Express Long Island City E New York,216.0,257.0,5.0,8.9,Excellent,3.0,Long Island City,2.1,True,True,True,24,5,2025-03-09
414 Hotel,158.0,158.0,2.0,6.9,Good,14.0,Times Square,0.0,False,True,False,24,5,2025-03-09
,,,,,,,,0.0,True,True,False,24,5,2025-03-09
Moxy NYC East Village,498.0,1292.0,4.0,8.4,Excellent,2082.0,Lower East Side,1.1,True,False,False,24,5,2025-03-09
Marco LaGuardia Hotel & Suites,199.0,329.0,5.0,8.6,Excellent,1314.0,LaGuardia Airport,10.8,True,False,True,24,5,2025-03-09
Residence Inn New York Queens,272.0,550.0,3.0,7.9,Very good,375.0,Long Island City,1.2,True,True,True,24,5,2025-03-09
Kimpton Theta New York - Times Square,352.0,641.0,4.0,8.3,Excellent,2873.0,Times Square,0.0,True,False,True,24,5,2025-03-09
The Renwick Hotel New York City,318.0,495.0,4.0,8.5,Excellent,3006.0,Midtown East,0.0,True,True,False,24,5,2025-03-09
NY Moore Hostel,,,2.0,8.3,Excellent,3059.0,Brooklyn,4.5,False,True,False,24,5,2025-03-09
NU Hotel,282.0,754.0,5.0,8.6,Excellent,251.0,Brooklyn,5.3,True,False,True,24,5,2025-03-09
Extended Stay America Suites - New York City - LaGuardia Airport,200.0,651.0,5.0,7.9,Very good,117.0,LaGuardia Airport,11.6,True,False,True,24,5,2025-03-09
Millennium Hilton New York One UN Plaza,332.0,1122.0,4.0,7.9,Very good,3714.0,Midtown East,0.0,True,True,False,24,5,2025-03-09
Flushing Central Hotel 88,158.0,295.0,2.0,7.8,Very good,377.0,LaGuardia Airport,10.7,True,True,False,24,5,2025-03-09
Dream Downtown Hotel,533.0,551.0,5.0,8.1,Excellent,262.0,Chelsea,0.6,True,True,True,24,5,2025-03-09
Fairfield Inn by Marriott New York Manhattan/Financial District,252.0,661.0,3.0,8.0,Excellent,3895.0,Financial District,4.2,True,False,True,24,5,2025-03-09
Hilton Garden Inn New York/Times Square Central,355.0,687.0,3.0,8.1,Excellent,2402.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Aura Hotel Times Square,336.0,678.0,4.0,7.8,Very good,443.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Artezen Hotel,408.0,509.0,4.0,9.2,Exceptional,1722.0,Financial District,4.0,True,True,False,24,5,2025-03-09
Hyatt Centric Times Square New York,396.0,396.0,5.0,8.7,Excellent,2548.0,Times Square,0.0,True,True,False,24,5,2025-03-09
Moxy Brooklyn Williamsburg,437.0,854.0,4.0,8.8,Excellent,12.0,Brooklyn,2.8,True,False,True,24,5,2025-03-09
The Manhattan Club,386.0,1213.0,4.0,8.6,Excellent,232.0,Midtown West,0.0,True,False,True,24,5,2025-03-09
Shoreham Hotel,317.0,349.0,4.0,7.9,Very good,773.0,Midtown West,0.0,True,True,False,24,5,2025-03-09
The Luxury Collection Hotel Manhattan Midtown,611.0,1666.0,5.0,8.2,Excellent,621.0,Midtown West,0.0,True,True,False,24,5,2025-03-09
citizenM New York Times Square,390.0,530.0,4.0,8.7,Excellent,4261.0,Times Square,0.0,True,False,True,24,5,2025-03-09
Hotel Belleclaire,406.0,566.0,4.0,8.3,Excellent,5655.0,Upper West Side,1.4,True,False,True,24,5,2025-03-09
Millennium Hotel Broadway Times Square,346.0,695.0,4.0,7.7,Very good,429.0,Times Square,0.0,True,True,False,24,5,2025-03-09
Courtyard New York Manhattan/Chelsea,362.0,824.0,5.0,8.5,Excellent,29.0,Chelsea,0.0,True,False,False,24,5,2025-03-09
Lamartine Chelsea,152.0,152.0,2.0,7.5,Very good,354.0,Chelsea,0.0,False,True,False,24,5,2025-03-09
BeHome by LuxUrban,244.0,244.0,2.0,6.6,Good,204.0,Times Square,0.0,True,True,False,24,5,2025-03-09
"Mayfair Hotel, Ascend Hotel Collection",279.0,406.0,3.0,8.2,Excellent,2742.0,Times Square,0.0,True,True,False,24,5,2025-03-09
World Center Hotel,290.0,389.0,4.0,8.5,Excellent,193.0,Financial District,4.1,True,False,False,24,5,2025-03-09
INNSiDE by Meliá New York Nomad,387.0,889.0,5.0,8.6,Excellent,1065.0,Chelsea,0.0,True,True,True,24,5,2025-03-09
Element New York Times Square West,300.0,592.0,3.0,8.2,Excellent,8464.0,Times Square,0.0,True,True,True,24,5,2025-03-09
"Ravel Hotel, A Trademark Collection Hotel",198.0,571.0,4.0,7.8,Very good,3409.0,Long Island City,0.9,True,True,False,24,5,2025-03-09
Romer Hell's Kitchen,333.0,577.0,4.0,8.7,Excellent,2680.0,Times Square,0.0,True,True,True,24,5,2025-03-09
Westgate New York Grand Central,266.0,1164.0,4.0,8.1,Excellent,190.0,Midtown East,0.0,True,True,False,24,5,2025-03-09
Holiday Inn Express New York City Chelsea,325.0,793.0,3.0,8.1,Excellent,4209.0,Chelsea,0.0,True,True,True,24,5,2025-03-09
The Lodge Red Hook,,,3.0,8.3,Excellent,3795.0,Brooklyn,0.0,False,True,False,24,5,2025-03-09
Super 8 By Wyndham Long Island City Lga Hotel,238.0,349.0,2.0,6.6,Good,54.0,LaGuardia Airport,2.3,True,False,True,24,5,2025-03-09
Placemakr Wall Street,395.0,464.0,4.0,8.9,Excellent,3503.0,Financial District,0.0,True,True,False,24,5,2025-03-09
7 Days Hotel,148.0,148.0,3.0,7.6,Very good,115.0,Bronx,12.2,True,False,False,24,5,2025-03-09
The Lucerne Hotel,356.0,606.0,4.0,8.6,Excellent,2654.0,Upper West Side,1.6,True,True,True,24,5,2025-03-09
Club Quarters Hotel Grand Central,328.0,328.0,4.0,8.7,Excellent,389.0,Midtown East,0.0,True,True,False,24,5,2025-03-09
Millennium Downtown New York,324.0,508.0,4.0,7.7,Very good,649.0,Financial District,3.9,True,True,True,24,5,2025-03-09
JW Marriott Essex House New York,674.0,1664.0,5.0,8.5,Excellent,19.0,Midtown West,0.0,True,True,True,24,5,2025-03-09
Best Western PREMIER Herald Square,277.0,534.0,3.0,8.4,Excellent,238.0,Times Square,0.0,True,False,True,24,5,2025-03-09
Renaissance New York Harlem Hotel,305.0,832.0,4.0,8.3,Excellent,30.0,Harlem,5.4,True,False,False,24,5,2025-03-09
Courtyard Westbury Long Island,251.0,251.0,5.0,8.6,Excellent,443.0,John F. Kennedy International Airport,31.3,False,True,False,24,5,2025-03-09
Best Western Premier Empire State Hotel,276.0,655.0,3.0,8.7,Excellent,282.0,Gramercy,0.0,True,False,False,24,5,2025-03-09
The Herald Hotel by LuxUrban,328.0,797.0,5.0,8.0,Excellent,662.0,Times Square,0.0,True,True,False,24,5,2025-03-09
"Hilton Garden Inn West 37th/Times Square South, NY",370.0,613.0,3.0,8.3,Excellent,4504.0,Times Square,0.0,True,False,True,24,5,2025-03-09
"Staypineapple, An Artful Hotel, Midtown",345.0,643.0,3.0,8.7,Excellent,2049.0,Times Square,0.0,True,False,False,24,5,2025-03-09
Four Points by Sheraton New York Downtown,254.0,674.0,5.0,8.1,Excellent,2374.0,Financial District,4.2,True,False,True,24,5,2025-03-09
The Jewel a Club Quarters Hotel Opposite Rockefeller Center,,,4.0,8.7,Excellent,3950.0,Times Square,0.0,False,True,False,24,5,2025-03-09
citizenM New York Bowery,311.0,560.0,4.0,8.7,Excellent,3515.0,Lower East Side,2.3,True,False,True,24,5,2025-03-09
KAMA CENTRAL PARK,353.0,353.0,1.0,7.9,Very good,3982.0,Upper West Side,3.7,False,True,False,24,5,2025-03-09
HGU New York,364.0,480.0,4.0,8.2,Excellent,169.0,Gramercy,0.0,True,False,False,24,5,2025-03-09
