name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
Hampton Inn Manhattan Grand Central,456,456,False,8.0,Very good,"1,085",3.0,False,"Midtown East, New York",,,1 extra-large double bed,King Room - Non-Smoking,True,False,True,26,2,2025-02-03
citizenM New York Times Square,683,683,False,8.7,Fabulous,"3,999",4.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,King Room,False,True,True,26,2,2025-02-03
Fairfield Inn by Marriott New York Manhattan/Financial District,395,395,False,7.8,Good,"3,622",3.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room,True,False,True,26,2,2025-02-03
LUMA Hotel - Times Square,799,799,False,8.9,Fabulous,"4,173",4.0,False,"Manhattan, New York",,9.7,1 extra-large double bed,Urban King Room with Roll-In Shower - ADA Hearing/Visual,False,True,False,26,2,2025-02-03
"Kimpton Theta New York - Times Square, an IHG Hotel",725,663,True,8.1,Very good,"1,492",5.0,False,"Manhattan, New York",,,1 extra-large double bed,Premium King Room - High Floor,False,True,False,26,2,2025-02-03
"Thompson Central Park New York, by Hyatt",1043,1043,False,8.2,Very good,765,5.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,King Room with Accessible Tub - Disability Access,False,True,True,26,2,2025-02-03
Eurostars Wall Street,558,448,True,7.9,Good,"1,346",4.0,False,"Manhattan, New York",,,1 large double bed,Queen Room,False,True,False,26,2,2025-02-03
Hudson Yards Hotel,521,418,True,6.0,Review score,205,3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,Standard King Room,False,True,False,26,2,2025-02-03
SoHo 54,498,498,False,7.6,Good,"3,964",3.0,False,"SoHo, New York",,,1 extra-large double bed,SoHo King,False,True,False,26,2,2025-02-03
"Hotel 50 Bowery, part of JdV by Hyatt",553,553,False,8.5,Very good,961,4.0,False,"Chinatown, New York",,,1 extra-large double bed,King Room,False,True,False,26,2,2025-02-03
The FIDI Hotel,420,420,False,8.1,Very good,"1,459",4.0,False,"Manhattan, New York",,,1 large double bed,Standard Queen,False,False,True,26,2,2025-02-03
Sixty LES,689,689,False,7.7,Good,848,4.0,False,"Lower East Side, New York",,,1 large double bed,Queen Studio,False,True,False,26,2,2025-02-03
NH Collection New York Madison Avenue,630,630,False,8.4,Very good,"1,973",4.0,False,"Murray Hill, New York",,9.5,1 large double bed,Superior Room,False,False,True,26,2,2025-02-03
The Herald by LuxUrban,651,494,True,7.7,Good,"8,956",3.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,King Room - Non-Smoking,False,False,True,26,2,2025-02-03
Graduate by Hilton New York,542,542,False,8.8,Fabulous,"4,445",4.0,False,New York,,9.4,1 extra-large double bed,Graduate King Room,False,False,True,26,2,2025-02-03
Refinery Hotel - New York,935,935,False,8.6,Fabulous,600,5.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Studio King Room,False,True,True,26,2,2025-02-03
The Dominick Hotel,1004,1004,False,8.7,Fabulous,"1,144",5.0,False,"SoHo, New York",,9.4,1 extra-large double bed,Hudson Square King Room,False,False,True,26,2,2025-02-03
70 Park Avenue Hotel,535,535,False,8.3,Very good,"2,264",4.0,False,"Murray Hill, New York",,9.5,1 large double bed,Essential Queen Room,False,True,False,26,2,2025-02-03
Hyatt Grand Central New York,565,565,False,7.3,Good,"2,931",4.0,False,"Midtown East, New York",,,1 extra-large double bed,King Room,False,False,True,26,2,2025-02-03
The Evelyn NoMad,707,707,False,8.4,Very good,"2,551",5.0,False,"NoMad, New York",,9.4,1 large double bed,Superior Queen Room,True,True,False,26,2,2025-02-03
SpringHill Suites by Marriott New York Manhattan/Times Square South,653,653,False,8.2,Very good,"7,739",4.0,False,"Hell's Kitchen, New York",,,1 large double bed,Queen Room - Non-Smoking,True,True,False,26,2,2025-02-03
Millennium Hilton New York One UN Plaza,583,583,False,7.4,Good,"2,101",4.0,False,"Midtown East, New York",,,1 large double bed,Queen Room - City View,False,False,True,26,2,2025-02-03
"U Hotel Fifth Avenue, Empire State Building",459,459,False,7.9,Good,"3,412",3.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Room,False,False,True,26,2,2025-02-03
TownePlace Suites by Marriott New York Manhattan/Chelsea,590,590,False,8.2,Very good,"7,530",4.0,False,"Chelsea, New York",,9.4,,King Studio with Kitchenette,True,True,True,26,2,2025-02-03
"Kimpton Hotel Eventi, an IHG Hotel",714,714,False,8.4,Very good,506,5.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room with City View,False,False,True,26,2,2025-02-03
Hilton Garden Inn New York Manhattan Midtown East,473,473,False,7.4,Good,"1,364",3.0,False,"Midtown East, New York",,,1 extra-large double bed,King Room with Roll-In Shower - Mobility and Hearing Access,False,False,True,26,2,2025-02-03
Hyatt Centric Midtown 5th Avenue New York,792,792,False,8.0,Very good,"1,129",4.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,False,True,False,26,2,2025-02-03
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",558,558,False,8.7,Fabulous,"1,176",3.0,False,"Midtown East, New York",,9.5,1 large double bed,Queen Room - Non-Smoking,False,True,False,26,2,2025-02-03
Smyth Tribeca,959,790,True,8.3,Very good,751,4.0,False,"Tribeca, New York",,9.3,1 extra-large double bed,Superior King Room,False,True,True,26,2,2025-02-03
Hotel Elysee by Library Hotel Collection,731,731,False,8.6,Fabulous,377,4.0,False,"Midtown East, New York",,9.6,1 large double bed,Deluxe Queen Room,True,True,True,26,2,2025-02-03
"Dream Midtown, by Hyatt",650,535,True,7.7,Good,"1,398",4.0,False,"Manhattan, New York",,9.3,1 double bed,Double Room - Bronze,False,True,False,26,2,2025-02-03
New York Hilton Midtown,583,583,False,7.4,Good,"2,015",3.0,False,"Manhattan, New York",,9.4,1 large double bed,Urban 1 Queen Bed,False,False,True,26,2,2025-02-03
Hotel Giraffe by Library Hotel Collection,755,755,False,8.9,Fabulous,519,4.0,False,"NoMad, New York",,9.4,1 large double bed,Queen Room,True,True,True,26,2,2025-02-03
Moxy NYC Chelsea,633,633,False,8.3,Very good,"3,098",4.0,False,"Chelsea, New York",,9.3,1 extra-large double bed,King Room,False,False,True,26,2,2025-02-03
The Ludlow Hotel,924,924,False,9.0,Superb,"1,151",4.0,False,"Lower East Side, New York",,,1 large double bed,Queen Studio - High Floor,False,True,False,26,2,2025-02-03
Best Western Premier Herald Square,445,445,False,7.8,Good,675,3.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room - Non-Smoking,False,False,True,26,2,2025-02-03
Motto by Hilton New York City Chelsea,623,623,False,8.5,Very good,"3,144",4.0,False,"Chelsea, New York",,9.4,1 extra-large double bed,King Room,False,False,True,26,2,2025-02-03
Hilton Club The Central at 5th New York,791,791,False,9.0,Superb,802,3.0,False,"Midtown East, New York",,9.8,1 extra-large double bed,King Studio,False,False,True,26,2,2025-02-03
The Frederick Hotel Tribeca,581,581,False,8.3,Very good,"2,238",5.0,False,"Tribeca, New York",,9.4,1 large double bed,Studio 1 Queen Bed Accessible,True,True,False,26,2,2025-02-03
Pod 51,402,402,False,7.9,Good,"11,278",3.0,False,"Midtown East, New York",,9.3,1 double bed,Standard Double Room,False,False,True,26,2,2025-02-03
Hilton Garden Inn New York/Tribeca,501,501,False,7.5,Good,662,3.0,False,"Tribeca, New York",,,1 extra-large double bed,King Room,False,False,True,26,2,2025-02-03
Hotel St. James,554,505,True,8.1,Very good,"3,208",2.0,False,"Manhattan, New York",,9.7,1 double bed,One Full Bed Room,False,False,True,26,2,2025-02-03
Courtyard by Marriott New York World Trade Center Area,405,405,False,8.3,Very good,"2,239",3.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room - Hearing Accessible,False,False,True,26,2,2025-02-03
Courtyard New York Manhattan/Midtown West,853,853,False,8.6,Fabulous,"2,126",4.0,False,"Hudson Yards, New York",,,2 large double beds,"Guest room, 2 Queen, City view, High floor",False,False,True,26,2,2025-02-03
DoubleTree by Hilton New York Times Square South,625,625,False,8.2,Very good,"6,586",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room,False,True,False,26,2,2025-02-03
Ink 48 Hotel,563,563,False,7.5,Good,"2,559",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room,False,False,True,26,2,2025-02-03
"Le Méridien New York, Fifth Avenue",624,624,False,7.8,Good,63,4.0,False,"NoMad, New York",,9.4,1 extra-large double bed,Classic King Room,False,False,True,26,2,2025-02-03
Hyatt Place New York City - Times Square,659,659,False,7.8,Good,"21,900",4.0,False,"Hell's Kitchen, New York",,,"2 beds (1 extra-large double, 1 sofa bed)",Standard King Room with Sofa Bed,True,True,False,26,2,2025-02-03
Hampton Inn by Hilton New York Times Square,685,685,False,7.8,Good,"2,432",3.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Room,True,False,True,26,2,2025-02-03
Aloft New York Chelsea,521,521,False,8.3,Very good,160,4.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room,False,False,True,26,2,2025-02-03
"voco Times Square South New York, an IHG Hotel",796,796,False,8.1,Very good,"3,806",4.0,False,"Hell's Kitchen, New York",,,1 double bed,Standard Double Room,False,True,False,26,2,2025-02-03
CIVILIAN Hotel,615,615,False,8.6,Fabulous,"4,743",4.0,False,"Hell's Kitchen, New York",,9.6,1 large double bed,Double Room,False,False,True,26,2,2025-02-03
"EVEN Hotel New York - Midtown East, an IHG Hotel",621,621,False,8.1,Very good,"1,308",4.0,False,"Midtown East, New York",,9.3,1 double bed,Standard Room,False,False,True,26,2,2025-02-03
Park Central,808,808,False,7.3,Good,"7,465",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Classic King Room,False,True,True,26,2,2025-02-03
Archer Hotel New York,1019,1019,False,8.8,Fabulous,"1,025",4.0,False,"Manhattan, New York",,9.5,1 double bed,Room Type Selected by Hotel,False,True,False,26,3,2025-02-03
The Chelsean New York,799,662,True,7.0,Good,"2,730",3.0,False,"Chelsea, New York",,,2 double beds,Double Room - Disability Access,False,True,True,26,3,2025-02-03
"The Mayfair Hotel Times Square, Ascend Hotel Collection",739,739,False,8.6,Fabulous,"1,902",3.0,False,"Manhattan, New York",,9.6,1 double bed,Deluxe Double Room - Non Smoking,False,True,False,26,3,2025-02-03
Grayson Hotel,990,990,False,8.5,Very good,"1,053",4.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Room,False,True,False,26,3,2025-02-03
Hotel Hayden New York,674,647,True,7.1,Good,"3,146",4.0,False,"Chelsea, New York",,,1 extra-large double bed,Superior King Room,False,True,False,26,3,2025-02-03
DoubleTree by Hilton New York Downtown,593,593,False,7.5,Good,"3,935",4.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room,False,False,True,26,3,2025-02-03
"The New Yorker, A Wyndham Hotel",552,552,False,7.7,Good,"15,624",4.0,False,"Hell's Kitchen, New York",,9.4,1 large double bed,Standard Queen Room,False,True,True,26,3,2025-02-03
Hotel Mimosa,520,520,False,8.3,Very good,"1,111",3.0,False,"Chinatown, New York",,,1 large double bed,Queen Room,False,True,True,26,3,2025-02-03
Da Vinci Hotel,582,582,False,7.4,Good,"1,467",3.0,False,"Manhattan, New York",,9.4,1 large double bed,Standard Queen Room,False,True,False,26,3,2025-02-03
Hyatt Place New York Chelsea,695,695,False,7.9,Good,"18,010",4.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,True,True,False,26,3,2025-02-03
Fairfield Inn by Marriott New York Manhattan/Financial District,564,564,False,7.8,Good,"3,622",3.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room,True,True,False,26,3,2025-02-03
BeHome by LuxUrban,621,499,True,6.5,Review score,"1,365",3.0,False,"Hell's Kitchen, New York",,9.3,1 large double bed,Queen Room - Non-Smoking,False,False,True,26,3,2025-02-03
American Dream Guest House,688,688,False,6.8,Review score,13,,,"Hell's Kitchen, New York",,,1 double bed,Double Room with Shared Bathroom,False,False,True,26,3,2025-02-03
"Hotel Indigo NYC Financial District, an IHG Hotel",626,626,False,8.8,Fabulous,"1,542",3.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,Standard King Room,False,False,True,26,3,2025-02-03
citizenM New York Bowery,872,786,True,8.7,Fabulous,"3,313",4.0,False,"Lower East Side, New York",,,1 extra-large double bed,King Room,False,True,True,26,3,2025-02-03
City Club Hotel,796,733,True,7.3,Good,"2,517",4.0,False,"Manhattan, New York",,,1 double bed,Petite Room,False,True,True,26,3,2025-02-03
The FIDI Hotel,600,600,False,8.1,Very good,"1,459",4.0,False,"Manhattan, New York",,,1 large double bed,Standard Queen,False,True,False,26,3,2025-02-03
Hotel Mulberry,650,650,False,8.5,Very good,782,3.0,False,"Chinatown, New York",,,1 extra-large double bed,Deluxe King Room,False,True,True,26,3,2025-02-03
Freehand New York,745,653,True,8.0,Very good,"2,235",4.0,False,"Gramercy, New York",,,1 large double bed,Premium Queen,False,True,True,26,3,2025-02-03
The Washington by LuxUrban,915,669,True,7.7,Good,"9,443",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Deluxe King Room - Non-Smoking,False,False,True,26,3,2025-02-03
Cambria Hotel New York - Chelsea,759,759,False,7.9,Good,"4,003",4.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room - Disability Access,False,False,True,26,3,2025-02-03
Pod Times Square,604,604,False,8.2,Very good,"23,078",3.0,False,"Hell's Kitchen, New York",,9.4,1 double bed,Full Pod,False,False,True,26,3,2025-02-03
The Gotham Hotel,971,971,False,8.5,Very good,"1,709",4.0,False,"Midtown East, New York",,9.5,1 large double bed,Queen Room,False,False,True,26,3,2025-02-03
NoMo SoHo,898,861,True,7.7,Good,"1,410",4.0,False,"SoHo, New York",,,1 large double bed,Classic Queen,False,False,True,26,3,2025-02-03
Romer Hell's Kitchen,1033,989,True,8.6,Fabulous,"2,425",4.0,False,"Hell's Kitchen, New York",,9.5,1 extra-large double bed,Deluxe King Hearing Accessible,False,False,True,26,3,2025-02-03
Aloft New York Chelsea,868,739,True,8.3,Very good,160,4.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room,False,True,False,26,3,2025-02-03
DoubleTree by Hilton Hotel New York City - Chelsea,690,690,False,7.1,Good,"3,607",4.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room - Non-Smoking,False,True,False,26,3,2025-02-03
Four Points by Sheraton New York Downtown,724,724,False,7.8,Good,"1,990",3.0,False,"Manhattan, New York",,,1 extra-large double bed,"Larger Guest room, 1 King, High Floor",False,True,False,26,3,2025-02-03
ModernHaus SoHo,1306,1135,True,8.2,Very good,"1,064",5.0,False,"SoHo, New York",,,1 large double bed,Standard Queen Room,False,True,True,26,3,2025-02-03
La Quinta by Wyndham Time Square South,771,771,False,8.5,Very good,"4,318",3.0,False,"Hell's Kitchen, New York",,9.3,1 extra-large double bed,King Room - Non-Smoking,True,True,False,26,3,2025-02-03
The Shelburne Sonesta New York,772,772,False,8.3,Very good,"2,251",4.0,False,"Murray Hill, New York",,,1 large double bed,Queen Room,False,True,False,26,3,2025-02-03
Millennium Hotel Broadway Times Square,915,795,True,7.4,Good,"7,892",4.0,False,"Manhattan, New York",,9.4,1 large double bed,Standard Queen Room,False,True,False,26,3,2025-02-03
Leon Hotel LES,779,699,True,8.0,Very good,"2,561",3.0,False,"Lower East Side, New York",,,1 extra-large double bed,Deluxe King Room,False,True,False,26,3,2025-02-03
Solita Soho Hotel,678,591,True,7.8,Good,"1,235",3.0,False,"Little Italy, New York",,,1 large double bed,Queen Room - Disability Access,False,True,False,26,3,2025-02-03
Renaissance New York Chelsea Hotel,949,949,False,8.1,Very good,"1,199",4.0,False,"Chelsea, New York",,,1 extra-large double bed,"Guest Room, 1 King",False,True,False,26,3,2025-02-03
Moxy NYC Lower East Side,895,895,False,8.0,Very good,"1,241",4.0,False,"Lower East Side, New York",,,1 extra-large double bed,King Room  - No View,True,False,True,26,3,2025-02-03
The Benjamin Royal Sonesta New York,982,982,False,8.1,Very good,844,5.0,False,"Midtown East, New York",,,1 extra-large double bed,Double Room,False,True,False,26,3,2025-02-03
Life Hotel New York,933,810,True,8.0,Very good,801,4.0,False,"NoMad, New York",,9.4,1 extra-large double bed,Standard King Room,False,True,True,26,3,2025-02-03
SpringHill Suites by Marriott New York Manhattan/Times Square South,888,888,False,8.2,Very good,"7,739",4.0,False,"Hell's Kitchen, New York",,,1 large double bed,Queen Room - Non-Smoking,True,True,False,26,3,2025-02-03
"Hotel 50 Bowery, part of JdV by Hyatt",815,815,False,8.5,Very good,961,4.0,False,"Chinatown, New York",,,1 extra-large double bed,King Room,False,True,False,26,3,2025-02-03
"U Hotel Fifth Avenue, Empire State Building",670,670,False,7.9,Good,"3,412",3.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Room,False,False,True,26,3,2025-02-03
Courtyard New York Manhattan/Midtown East,793,793,False,8.0,Very good,"1,625",4.0,False,"Midtown East, New York",,,1 extra-large double bed,King Room,False,True,False,26,3,2025-02-03
UNTITLED at 3 Freeman Alley,926,844,True,8.4,Very good,565,4.0,False,"Lower East Side, New York",,,1 large double bed,Studio Queen,True,True,True,26,3,2025-02-03
The Ludlow Hotel,1328,1328,False,9.0,Superb,"1,151",4.0,False,"Lower East Side, New York",,,1 large double bed,Queen Studio - High Floor,False,True,False,26,3,2025-02-03
Hampton Inn Manhattan-35th St Empire State Bldg,914,823,True,8.2,Very good,"6,699",3.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,King Room with Roll-In Shower - Mobility Access/Non-Smoking,True,True,False,26,3,2025-02-03
Courtyard by Marriott New York Manhattan/Central Park,937,937,False,8.2,Very good,"5,517",4.0,False,"Manhattan, New York",,9.5,1 large double bed,King or Queen Room with City View,False,False,True,26,3,2025-02-03
Courtyard New York Downtown Manhattan/Financial District,673,673,False,7.7,Good,"2,168",3.0,False,"Manhattan, New York",,,1 extra-large double bed,"Guest room, 1 King, City view",False,True,False,26,3,2025-02-03
TownePlace Suites by Marriott New York Manhattan/Chelsea,833,833,False,8.2,Very good,"7,530",4.0,False,"Chelsea, New York",,9.4,,King Studio with Kitchenette,True,True,True,26,3,2025-02-03
Royalton New York,855,855,False,7.5,Good,"3,095",4.0,False,"Manhattan, New York",,9.4,1 large double bed,Standard Queen Room,False,False,True,26,3,2025-02-03
M Social Hotel Times Square New York,992,908,True,8.4,Very good,"11,798",4.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,Social City View King,False,False,True,26,3,2025-02-03
Nolitan Hotel SoHo - New York,900,726,True,7.8,Good,"1,512",4.0,False,"SoHo, New York",,,1 large double bed,Deluxe Queen Room,False,True,True,26,3,2025-02-03
Sheraton Tribeca New York Hotel,693,693,False,7.9,Good,"3,273",4.0,False,"Tribeca, New York",,,1 extra-large double bed,Standard King Room,False,False,True,26,3,2025-02-03
Smyth Tribeca,1326,1094,True,8.3,Very good,751,4.0,False,"Tribeca, New York",,9.3,1 extra-large double bed,Superior King Room,False,True,True,26,3,2025-02-03
Shoreham Hotel,624,624,False,7.3,Good,"3,278",4.0,False,"Manhattan, New York",,9.4,1 large double bed,Deluxe Queen Room,False,False,True,26,3,2025-02-03
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,634,634,False,8.3,Very good,"5,045",3.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room,False,False,True,26,3,2025-02-03
NH Collection New York Madison Avenue,946,946,False,8.4,Very good,"1,973",4.0,False,"Murray Hill, New York",,9.5,1 large double bed,Superior Room,False,False,True,26,3,2025-02-03
SoHo 54,696,696,False,7.6,Good,"3,964",3.0,False,"SoHo, New York",,,1 extra-large double bed,SoHo King,False,True,False,26,3,2025-02-03
Hampton Inn by Hilton New York Times Square,931,931,False,7.8,Good,"2,432",3.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Room,True,False,True,26,3,2025-02-03
Hudson Yards Hotel,753,604,True,6.0,Review score,205,3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,Standard King Room,False,True,False,26,3,2025-02-03
The Herald by LuxUrban,947,692,True,7.7,Good,"8,956",3.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,King Room - Non-Smoking,False,False,True,26,3,2025-02-03
Sixty LES,885,885,False,7.7,Good,848,4.0,False,"Lower East Side, New York",,,1 large double bed,Queen Studio,False,True,True,26,3,2025-02-03
Hotel AKA NoMad,1026,1026,False,8.3,Very good,663,4.0,False,"NoMad, New York",,9.3,1 large double bed,Double Room,False,False,True,26,3,2025-02-03
Margaritaville Resort Times Square,1008,884,True,8.5,Very good,"3,916",4.0,False,"Manhattan, New York",,9.5,1 large double bed,Standard Room one queen Bed,False,True,True,26,3,2025-02-03
Hotel Edison Times Square,948,948,False,7.7,Good,"13,405",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Signature 1 King Bed,True,True,False,26,3,2025-02-03
Renaissance New York Harlem Hotel,690,583,True,7.9,Good,"1,063",3.0,False,"Harlem, New York",,,1 extra-large double bed,King Room,False,True,False,26,3,2025-02-03
Eurostars Wall Street,848,681,True,7.9,Good,"1,346",4.0,False,"Manhattan, New York",,,1 large double bed,Queen Room,False,True,False,26,3,2025-02-03
W New York - Times Square,1160,1160,False,7.9,Good,"1,372",4.0,False,"Manhattan, New York",,9.3,1 extra-large double bed,"Wonderful Guest room, 1 King, City view",False,True,False,26,3,2025-02-03
Hampton Inn Manhattan Grand Central,702,702,False,8.0,Very good,"1,085",3.0,False,"Midtown East, New York",,,1 extra-large double bed,King Room - Non-Smoking,True,False,True,26,3,2025-02-03
"Le Méridien New York, Fifth Avenue",1017,1017,False,7.8,Good,63,4.0,False,"NoMad, New York",,9.4,1 extra-large double bed,Classic King Room,False,True,False,26,3,2025-02-03
LUMA Hotel - Times Square,1301,1301,False,8.9,Fabulous,"4,173",4.0,False,"Manhattan, New York",,9.7,1 extra-large double bed,Park Plaza King Studio with Sofa Bed,False,True,False,26,3,2025-02-03
Millennium Downtown New York,942,748,True,7.1,Good,"5,544",4.0,False,"Manhattan, New York",,,1 extra-large double bed,RENOVATED Premier King - Hudson River View - High Floor,False,False,True,26,3,2025-02-03
Hotel Lucerne,879,749,True,8.5,Very good,"2,167",4.0,False,"Upper West Side, New York",,9.5,1 large double bed,Queen Room - Disability Access,False,True,True,26,3,2025-02-03
The Belvedere Hotel,839,749,True,7.9,Good,"5,920",3.0,False,"Hell's Kitchen, New York",,9.4,2 double beds,Double Room with Two Double Beds - Disability Access,False,True,True,26,3,2025-02-03
Hotel St. James,612,612,False,8.1,Very good,"3,208",2.0,False,"Manhattan, New York",,9.7,1 double bed,One Full Bed Room,False,False,True,26,3,2025-02-03
Hilton Club The Central at 5th New York,1125,1125,False,9.0,Superb,802,3.0,False,"Midtown East, New York",,9.8,1 extra-large double bed,King Studio,False,False,True,26,3,2025-02-03
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,761,761,False,8.0,Very good,"1,042",3.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room,True,True,False,26,3,2025-02-03
"Holiday Inn Express New York City Chelsea, an IHG Hotel",1018,834,True,7.8,Good,"3,630",3.0,False,"Chelsea, New York",,,1 extra-large double bed,Standard King Room with Mobility Accessible Roll-In Shower,True,True,False,26,3,2025-02-03
Doubletree By Hilton New York Times Square West,997,997,False,6.8,Review score,"11,269",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room with City View- Hearing Access,False,True,False,26,3,2025-02-03
Lex Hotel NYC,755,638,True,8.2,Very good,"1,531",3.0,False,"Kips Bay, New York",,,1 large double bed,Queen Room,False,True,True,26,3,2025-02-03
DoubleTree by Hilton New York Midtown Fifth Ave,819,819,False,7.6,Good,"1,703",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,King Room,False,False,True,26,3,2025-02-03
"Thompson Central Park New York, by Hyatt",1623,1623,False,8.2,Very good,765,5.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,King Room with Accessible Tub - Disability Access,False,True,True,26,3,2025-02-03
"InterContinental New York Barclay Hotel, an IHG Hotel",1133,1133,False,8.1,Very good,"1,589",5.0,False,"Midtown East, New York",,,,Classic Room,False,False,True,26,3,2025-02-03
Pod 51,582,582,False,7.9,Good,"11,278",3.0,False,"Midtown East, New York",,9.3,1 double bed,Standard Double Room,False,False,True,26,3,2025-02-03
"Kimpton Hotel Eventi, an IHG Hotel",1128,1128,False,8.4,Very good,506,5.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room with City View,False,False,True,26,3,2025-02-03
"Dream Midtown, by Hyatt",939,774,True,7.7,Good,"1,398",4.0,False,"Manhattan, New York",,9.3,1 double bed,Double Room - Bronze,False,True,False,26,3,2025-02-03
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",814,814,False,8.7,Fabulous,"1,176",3.0,False,"Midtown East, New York",,9.5,1 large double bed,Queen Room - Non-Smoking,False,True,False,26,3,2025-02-03
Hilton Garden Inn New York/Tribeca,711,711,False,7.5,Good,662,3.0,False,"Tribeca, New York",,,1 extra-large double bed,King Room,False,False,True,26,3,2025-02-03
Refinery Hotel - New York,1621,1548,True,8.6,Fabulous,600,5.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Studio King Room,False,True,True,26,3,2025-02-03
The Frederick Hotel Tribeca,779,779,False,8.3,Very good,"2,238",5.0,False,"Tribeca, New York",,9.4,1 double bed,Studio 1 Queen Bed,True,True,True,26,3,2025-02-03
"Club Quarters Hotel Grand Central, New York",991,991,False,8.3,Very good,"4,792",4.0,False,"Midtown East, New York",,9.4,1 large double bed,Standard Queen Room,False,True,True,26,3,2025-02-03
Hyatt Grand Central New York,897,897,False,7.3,Good,"2,931",4.0,False,"Midtown East, New York",,,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,False,False,True,26,3,2025-02-03
Best Western Premier Herald Square,674,674,False,7.8,Good,675,3.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room - Non-Smoking,False,False,True,26,3,2025-02-03
New York Hilton Midtown,877,877,False,7.4,Good,"2,015",3.0,False,"Manhattan, New York",,9.4,1 large double bed,Urban 1 Queen Bed,False,False,True,26,3,2025-02-03
The Pearl Hotel,1178,1071,True,8.7,Fabulous,"2,096",4.0,False,"Manhattan, New York",,9.7,1 large double bed,Superior Queen Room,True,True,True,26,3,2025-02-03
Hotel Elysee by Library Hotel Collection,940,940,False,8.6,Fabulous,377,4.0,False,"Midtown East, New York",,9.6,1 large double bed,Deluxe Queen Room,False,True,True,26,3,2025-02-03
Park Central,1246,1191,True,7.3,Good,"7,465",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Classic King Room,False,True,True,26,3,2025-02-03
Best Western Premier Empire State Hotel,658,658,False,8.5,Very good,"1,500",3.0,False,"NoMad, New York",,9.3,1 extra-large double bed,King Room - Non-Smoking,False,False,True,26,3,2025-02-03
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",626,626,False,7.6,Good,"3,039",4.0,False,"Chelsea, New York",,,1 large double bed,Standard Queen Room with Communications Accessible Roll-In Shower,False,False,True,26,3,2025-02-03
Hilton Garden Inn New York Manhattan Midtown East,733,733,False,7.4,Good,"1,364",3.0,False,"Midtown East, New York",,,1 extra-large double bed,King Room with Roll-In Shower - Mobility and Hearing Access,False,False,True,26,3,2025-02-03
The James New York - NoMad,951,912,True,8.1,Very good,"1,526",4.0,False,"NoMad, New York",,9.3,1 large double bed,Queen Room,False,False,True,26,3,2025-02-03
Freehand New York,972,813,True,8.0,Very good,"2,235",4.0,False,"Gramercy, New York",,,1 extra-large double bed,King Room,False,True,True,26,4,2025-02-03
