WeekDay,DayDiff,Class,Hotel_Index,Snapshot_Month,Snapshot_Day,Checkin_Month,Checkin_Day
5,3,3,172,12,21,12,24
3,1,3,141,12,21,12,22
3,1,3,164,12,21,12,22
4,2,3,164,12,21,12,23
3,8,3,164,12,21,12,29
4,9,3,164,12,21,12,30
1,6,3,221,12,21,12,27
5,10,3,292,12,21,12,31
7,5,3,144,12,21,12,26
1,6,3,144,12,21,12,27
7,5,3,529,12,21,12,26
1,6,3,529,12,21,12,27
3,8,3,492,12,21,12,29
3,8,3,537,12,21,12,29
5,3,3,539,12,21,12,24
2,7,4,104,12,21,12,28
3,8,4,104,12,21,12,29
5,10,4,104,12,21,12,31
4,2,4,277,12,21,12,23
5,3,4,3,12,21,12,24
4,9,4,3,12,21,12,30
7,5,4,4,12,21,12,26
1,6,4,4,12,21,12,27
2,7,4,7,12,21,12,28
3,8,4,7,12,21,12,29
6,4,4,8,12,21,12,25
7,5,4,8,12,21,12,26
2,7,4,9,12,21,12,28
3,8,4,101,12,21,12,29
5,3,4,11,12,21,12,24
7,5,4,86,12,21,12,26
2,7,4,14,12,21,12,28
3,1,4,175,12,21,12,22
4,2,4,175,12,21,12,23
4,2,4,16,12,21,12,23
7,5,4,17,12,21,12,26
1,6,4,18,12,21,12,27
1,6,4,22,12,21,12,27
1,6,4,24,12,21,12,27
4,9,4,24,12,21,12,30
3,1,4,34,12,21,12,22
4,2,4,34,12,21,12,23
7,5,4,34,12,21,12,26
2,7,4,34,12,21,12,28
3,8,4,34,12,21,12,29
2,7,4,150,12,21,12,28
7,5,4,114,12,21,12,26
2,7,4,114,12,21,12,28
7,5,4,302,12,21,12,26
6,4,4,39,12,21,12,25
1,6,4,40,12,21,12,27
5,10,4,40,12,21,12,31
4,9,4,41,12,21,12,30
6,4,4,239,12,21,12,25
3,8,4,42,12,21,12,29
3,1,4,103,12,21,12,22
3,1,4,44,12,21,12,22
3,1,4,46,12,21,12,22
4,2,4,46,12,21,12,23
5,3,4,46,12,21,12,24
3,1,4,47,12,21,12,22
2,7,4,211,12,21,12,28
1,6,4,51,12,21,12,27
3,1,4,212,12,21,12,22
5,3,4,53,12,21,12,24
3,8,4,55,12,21,12,29
5,3,4,56,12,21,12,24
2,7,4,60,12,21,12,28
3,8,4,60,12,21,12,29
4,9,4,60,12,21,12,30
6,4,4,122,12,21,12,25
7,5,4,295,12,21,12,26
5,10,4,72,12,21,12,31
2,7,4,76,12,21,12,28
4,9,4,76,12,21,12,30
5,3,4,355,12,21,12,24
6,4,4,355,12,21,12,25
7,5,4,355,12,21,12,26
3,1,4,475,12,21,12,22
1,6,4,163,12,21,12,27
4,2,4,140,12,21,12,23
2,7,4,140,12,21,12,28
5,10,4,292,12,21,12,31
3,1,4,323,12,21,12,22
7,5,4,144,12,21,12,26
7,5,4,529,12,21,12,26
4,8,1,104,12,22,12,30
5,9,1,104,12,22,12,31
4,1,1,2,12,22,12,23
4,1,1,277,12,22,12,23
7,4,1,277,12,22,12,26
5,2,1,3,12,22,12,24
6,3,1,3,12,22,12,25
1,5,1,3,12,22,12,27
4,8,1,3,12,22,12,30
4,8,1,190,12,22,12,30
4,1,1,177,12,22,12,23
7,4,1,4,12,22,12,26
1,5,1,4,12,22,12,27
3,7,1,4,12,22,12,29
4,8,1,6,12,22,12,30
1,5,1,525,12,22,12,27
4,8,1,525,12,22,12,30
4,8,1,7,12,22,12,30
5,2,1,8,12,22,12,24
6,3,1,8,12,22,12,25
3,7,1,101,12,22,12,29
4,8,1,495,12,22,12,30
1,5,1,86,12,22,12,27
2,6,1,86,12,22,12,28
3,7,1,86,12,22,12,29
4,1,1,175,12,22,12,23
4,8,1,175,12,22,12,30
2,6,1,343,12,22,12,28
7,4,1,109,12,22,12,26
6,3,1,16,12,22,12,25
5,9,1,191,12,22,12,31
6,3,1,24,12,22,12,25
7,4,1,24,12,22,12,26
4,8,1,25,12,22,12,30
1,5,1,199,12,22,12,27
5,9,1,33,12,22,12,31
4,1,1,34,12,22,12,23
5,2,1,34,12,22,12,24
6,3,1,34,12,22,12,25
7,4,1,34,12,22,12,26
4,1,1,150,12,22,12,23
5,9,1,150,12,22,12,31
4,1,1,90,12,22,12,23
4,8,1,114,12,22,12,30
5,9,1,202,12,22,12,31
4,1,1,40,12,22,12,23
1,5,1,40,12,22,12,27
5,9,1,40,12,22,12,31
4,1,1,41,12,22,12,23
5,2,1,41,12,22,12,24
4,8,1,115,12,22,12,30
5,9,1,340,12,22,12,31
5,9,1,46,12,22,12,31
1,5,1,47,12,22,12,27
4,1,1,49,12,22,12,23
1,5,1,49,12,22,12,27
4,8,1,49,12,22,12,30
3,7,1,50,12,22,12,29
4,8,1,50,12,22,12,30
4,1,1,118,12,22,12,23
2,6,1,92,12,22,12,28
5,9,1,155,12,22,12,31
5,9,1,55,12,22,12,31
6,3,1,56,12,22,12,25
7,4,1,56,12,22,12,26
4,1,1,57,12,22,12,23
5,9,1,122,12,22,12,31
4,1,1,331,12,22,12,23
5,9,1,348,12,22,12,31
6,3,1,129,12,22,12,25
4,1,1,241,12,22,12,23
6,3,1,68,12,22,12,25
7,4,1,72,12,22,12,26
3,7,1,72,12,22,12,29
5,9,1,72,12,22,12,31
1,5,1,74,12,22,12,27
3,7,1,74,12,22,12,29
5,9,1,74,12,22,12,31
5,2,1,76,12,22,12,24
4,1,1,355,12,22,12,23
5,2,1,355,12,22,12,24
6,3,1,355,12,22,12,25
7,4,1,355,12,22,12,26
1,5,1,77,12,22,12,27
1,5,1,78,12,22,12,27
5,9,1,158,12,22,12,31
5,2,1,96,12,22,12,24
6,3,1,96,12,22,12,25
4,8,1,81,12,22,12,30
4,8,1,83,12,22,12,30
4,1,1,171,12,22,12,23
4,8,1,311,12,22,12,30
4,1,1,245,12,22,12,23
6,3,1,245,12,22,12,25
2,6,1,245,12,22,12,28
4,1,1,139,12,22,12,23
4,1,1,220,12,22,12,23
5,9,1,339,12,22,12,31
2,6,1,163,12,22,12,28
3,7,1,163,12,22,12,29
4,1,1,299,12,22,12,23
4,1,1,140,12,22,12,23
5,9,1,140,12,22,12,31
4,1,1,221,12,22,12,23
5,9,1,221,12,22,12,31
4,1,1,323,12,22,12,23
5,9,1,529,12,22,12,31
4,1,1,532,12,22,12,23
4,1,2,104,12,22,12,23
4,8,2,104,12,22,12,30
5,9,2,104,12,22,12,31
6,3,2,277,12,22,12,25
5,2,2,3,12,22,12,24
4,8,2,3,12,22,12,30
3,7,2,190,12,22,12,29
4,1,2,177,12,22,12,23
7,4,2,4,12,22,12,26
3,7,2,215,12,22,12,29
3,7,2,6,12,22,12,29
4,8,2,6,12,22,12,30
3,7,2,525,12,22,12,29
4,1,2,8,12,22,12,23
3,7,2,101,12,22,12,29
3,7,2,495,12,22,12,29
7,4,2,86,12,22,12,26
1,5,2,86,12,22,12,27
3,7,2,86,12,22,12,29
4,1,2,175,12,22,12,23
6,3,2,109,12,22,12,25
7,4,2,109,12,22,12,26
4,1,2,16,12,22,12,23
5,2,2,16,12,22,12,24
6,3,2,16,12,22,12,25
1,5,2,17,12,22,12,27
5,9,2,191,12,22,12,31
5,9,2,20,12,22,12,31
6,3,2,24,12,22,12,25
7,4,2,24,12,22,12,26
6,3,2,25,12,22,12,25
5,9,2,29,12,22,12,31
4,8,2,227,12,22,12,30
5,9,2,227,12,22,12,31
4,1,2,34,12,22,12,23
5,2,2,34,12,22,12,24
6,3,2,34,12,22,12,25
7,4,2,34,12,22,12,26
1,5,2,34,12,22,12,27
4,8,2,34,12,22,12,30
5,9,2,34,12,22,12,31
4,1,2,150,12,22,12,23
4,1,2,90,12,22,12,23
3,7,2,362,12,22,12,29
3,7,2,114,12,22,12,29
4,8,2,114,12,22,12,30
5,9,2,202,12,22,12,31
3,7,2,38,12,22,12,29
4,8,2,38,12,22,12,30
1,5,2,40,12,22,12,27
4,8,2,40,12,22,12,30
5,9,2,40,12,22,12,31
4,1,2,41,12,22,12,23
4,1,2,42,12,22,12,23
4,8,2,266,12,22,12,30
4,8,2,340,12,22,12,30
5,9,2,340,12,22,12,31
4,1,2,46,12,22,12,23
4,8,2,46,12,22,12,30
5,9,2,46,12,22,12,31
4,1,2,50,12,22,12,23
3,7,2,50,12,22,12,29
4,8,2,50,12,22,12,30
4,1,2,212,12,22,12,23
4,1,2,222,12,22,12,23
4,8,2,55,12,22,12,30
5,9,2,55,12,22,12,31
4,1,2,57,12,22,12,23
5,9,2,60,12,22,12,31
1,5,2,122,12,22,12,27
4,8,2,122,12,22,12,30
5,9,2,122,12,22,12,31
4,1,2,331,12,22,12,23
4,8,2,348,12,22,12,30
5,9,2,348,12,22,12,31
6,3,2,93,12,22,12,25
6,3,2,523,12,22,12,25
4,1,2,241,12,22,12,23
5,9,2,440,12,22,12,31
5,2,2,68,12,22,12,24
6,3,2,68,12,22,12,25
5,9,2,68,12,22,12,31
3,7,2,72,12,22,12,29
5,9,2,72,12,22,12,31
7,4,2,74,12,22,12,26
1,5,2,74,12,22,12,27
5,9,2,74,12,22,12,31
4,1,2,76,12,22,12,23
6,3,2,355,12,22,12,25
7,4,2,355,12,22,12,26
7,4,2,78,12,22,12,26
1,5,2,78,12,22,12,27
4,8,2,158,12,22,12,30
5,9,2,158,12,22,12,31
5,2,2,96,12,22,12,24
6,3,2,96,12,22,12,25
5,9,2,274,12,22,12,31
4,1,2,171,12,22,12,23
4,1,2,267,12,22,12,23
6,3,2,267,12,22,12,25
3,7,2,311,12,22,12,29
1,5,2,85,12,22,12,27
4,1,2,139,12,22,12,23
4,1,2,220,12,22,12,23
1,5,2,163,12,22,12,27
4,8,2,163,12,22,12,30
4,8,2,140,12,22,12,30
6,3,2,164,12,22,12,25
7,4,2,164,12,22,12,26
4,1,2,221,12,22,12,23
5,9,2,221,12,22,12,31
5,9,2,292,12,22,12,31
5,9,2,243,12,22,12,31
4,1,2,529,12,22,12,23
7,4,2,529,12,22,12,26
4,8,2,529,12,22,12,30
5,9,2,529,12,22,12,31
4,1,2,532,12,22,12,23
4,1,3,104,12,22,12,23
5,2,3,104,12,22,12,24
3,7,3,104,12,22,12,29
4,1,3,2,12,22,12,23
5,2,3,277,12,22,12,24
4,1,3,177,12,22,12,23
1,5,3,4,12,22,12,27
4,8,3,4,12,22,12,30
2,6,3,215,12,22,12,28
2,6,3,6,12,22,12,28
4,8,3,7,12,22,12,30
1,5,3,261,12,22,12,27
7,4,3,8,12,22,12,26
2,6,3,101,12,22,12,28
3,7,3,101,12,22,12,29
4,8,3,101,12,22,12,30
3,7,3,495,12,22,12,29
4,1,3,106,12,22,12,23
7,4,3,86,12,22,12,26
1,5,3,86,12,22,12,27
2,6,3,86,12,22,12,28
4,1,3,175,12,22,12,23
4,8,3,175,12,22,12,30
2,6,3,343,12,22,12,28
4,1,3,16,12,22,12,23
5,2,3,16,12,22,12,24
6,3,3,16,12,22,12,25
3,7,3,17,12,22,12,29
5,9,3,191,12,22,12,31
7,4,3,24,12,22,12,26
5,2,3,25,12,22,12,24
3,7,3,227,12,22,12,29
4,8,3,227,12,22,12,30
5,9,3,32,12,22,12,31
4,1,3,34,12,22,12,23
5,2,3,34,12,22,12,24
7,4,3,34,12,22,12,26
1,5,3,34,12,22,12,27
3,7,3,34,12,22,12,29
4,8,3,34,12,22,12,30
4,1,3,90,12,22,12,23
7,4,3,188,12,22,12,26
5,9,3,202,12,22,12,31
6,3,3,258,12,22,12,25
2,6,3,38,12,22,12,28
4,1,3,152,12,22,12,23
4,1,3,40,12,22,12,23
7,4,3,40,12,22,12,26
1,5,3,40,12,22,12,27
5,9,3,40,12,22,12,31
7,4,3,41,12,22,12,26
7,4,3,239,12,22,12,26
1,5,3,239,12,22,12,27
3,7,3,266,12,22,12,29
4,8,3,266,12,22,12,30
4,1,3,46,12,22,12,23
1,5,3,46,12,22,12,27
4,8,3,46,12,22,12,30
4,1,3,189,12,22,12,23
4,1,3,50,12,22,12,23
3,7,3,50,12,22,12,29
4,8,3,50,12,22,12,30
4,1,3,51,12,22,12,23
2,6,3,51,12,22,12,28
4,1,3,183,12,22,12,23
4,1,3,212,12,22,12,23
1,5,3,53,12,22,12,27
4,1,3,222,12,22,12,23
2,6,3,55,12,22,12,28
3,7,3,55,12,22,12,29
4,8,3,55,12,22,12,30
4,8,3,60,12,22,12,30
5,9,3,60,12,22,12,31
3,7,3,122,12,22,12,29
4,8,3,122,12,22,12,30
5,9,3,122,12,22,12,31
1,5,3,348,12,22,12,27
4,1,3,93,12,22,12,23
5,2,3,93,12,22,12,24
4,8,3,93,12,22,12,30
5,9,3,93,12,22,12,31
5,2,3,68,12,22,12,24
7,4,3,72,12,22,12,26
3,7,3,72,12,22,12,29
5,9,3,72,12,22,12,31
7,4,3,74,12,22,12,26
1,5,3,74,12,22,12,27
7,4,3,76,12,22,12,26
7,4,3,355,12,22,12,26
1,5,3,78,12,22,12,27
4,8,3,158,12,22,12,30
5,9,3,158,12,22,12,31
5,2,3,96,12,22,12,24
1,5,3,196,12,22,12,27
4,1,3,507,12,22,12,23
3,7,3,83,12,22,12,29
4,1,3,171,12,22,12,23
4,1,3,267,12,22,12,23
1,5,3,163,12,22,12,27
2,6,3,163,12,22,12,28
3,7,3,163,12,22,12,29
4,1,3,299,12,22,12,23
3,7,3,140,12,22,12,29
4,8,3,142,12,22,12,30
5,9,3,142,12,22,12,31
4,1,3,164,12,22,12,23
3,7,3,164,12,22,12,29
4,8,3,164,12,22,12,30
1,5,3,221,12,22,12,27
5,9,3,292,12,22,12,31
4,1,3,529,12,22,12,23
7,4,3,529,12,22,12,26
1,5,3,529,12,22,12,27
3,7,3,537,12,22,12,29
4,1,4,104,12,22,12,23
5,2,4,104,12,22,12,24
2,6,4,104,12,22,12,28
3,7,4,104,12,22,12,29
5,9,4,104,12,22,12,31
4,1,4,277,12,22,12,23
6,3,4,3,12,22,12,25
2,6,4,3,12,22,12,28
4,8,4,3,12,22,12,30
7,4,4,4,12,22,12,26
1,5,4,4,12,22,12,27
1,5,4,6,12,22,12,27
3,7,4,7,12,22,12,29
4,8,4,7,12,22,12,30
6,3,4,8,12,22,12,25
7,4,4,8,12,22,12,26
2,6,4,9,12,22,12,28
2,6,4,101,12,22,12,28
3,7,4,101,12,22,12,29
7,4,4,86,12,22,12,26
4,1,4,175,12,22,12,23
2,6,4,343,12,22,12,28
4,1,4,16,12,22,12,23
5,2,4,16,12,22,12,24
1,5,4,22,12,22,12,27
1,5,4,24,12,22,12,27
5,2,4,25,12,22,12,24
3,7,4,227,12,22,12,29
4,1,4,34,12,22,12,23
7,4,4,34,12,22,12,26
3,7,4,34,12,22,12,29
7,4,4,114,12,22,12,26
4,1,4,40,12,22,12,23
5,9,4,40,12,22,12,31
7,4,4,239,12,22,12,26
1,5,4,44,12,22,12,27
1,5,4,46,12,22,12,27
3,7,4,50,12,22,12,29
4,8,4,50,12,22,12,30
4,1,4,51,12,22,12,23
1,5,4,51,12,22,12,27
3,7,4,55,12,22,12,29
5,9,4,55,12,22,12,31
5,2,4,56,12,22,12,24
6,3,4,56,12,22,12,25
3,7,4,60,12,22,12,29
4,8,4,60,12,22,12,30
1,5,4,278,12,22,12,27
7,4,4,72,12,22,12,26
3,7,4,72,12,22,12,29
5,9,4,72,12,22,12,31
7,4,4,74,12,22,12,26
1,5,4,74,12,22,12,27
4,8,4,76,12,22,12,30
5,2,4,355,12,22,12,24
6,3,4,355,12,22,12,25
7,4,4,355,12,22,12,26
1,5,4,81,12,22,12,27
4,1,4,171,12,22,12,23
1,5,4,163,12,22,12,27
2,6,4,140,12,22,12,28
3,7,4,142,12,22,12,29
4,8,4,142,12,22,12,30
5,9,4,292,12,22,12,31
4,1,4,323,12,22,12,23
1,5,4,144,12,22,12,27
5,8,1,104,12,23,12,31
7,3,1,277,12,23,12,26
1,4,1,3,12,23,12,27
4,7,1,3,12,23,12,30
5,1,1,177,12,23,12,24
5,1,1,4,12,23,12,24
6,2,1,4,12,23,12,25
1,4,1,4,12,23,12,27
2,5,1,4,12,23,12,28
3,6,1,4,12,23,12,29
5,8,1,4,12,23,12,31
1,4,1,525,12,23,12,27
4,7,1,525,12,23,12,30
5,8,1,7,12,23,12,31
6,2,1,8,12,23,12,25
7,3,1,8,12,23,12,26
3,6,1,101,12,23,12,29
4,7,1,495,12,23,12,30
3,6,1,86,12,23,12,29
4,7,1,86,12,23,12,30
4,7,1,175,12,23,12,30
6,2,1,16,12,23,12,25
5,8,1,191,12,23,12,31
4,7,1,25,12,23,12,30
1,4,1,199,12,23,12,27
5,8,1,33,12,23,12,31
6,2,1,34,12,23,12,25
7,3,1,34,12,23,12,26
1,4,1,34,12,23,12,27
2,5,1,34,12,23,12,28
5,1,1,150,12,23,12,24
4,7,1,114,12,23,12,30
2,5,1,37,12,23,12,28
5,8,1,202,12,23,12,31
1,4,1,39,12,23,12,27
5,1,1,40,12,23,12,24
5,8,1,40,12,23,12,31
5,1,1,41,12,23,12,24
6,2,1,41,12,23,12,25
5,1,1,42,12,23,12,24
2,5,1,42,12,23,12,28
1,4,1,46,12,23,12,27
2,5,1,46,12,23,12,28
3,6,1,46,12,23,12,29
3,6,1,47,12,23,12,29
1,4,1,49,12,23,12,27
4,7,1,49,12,23,12,30
5,1,1,50,12,23,12,24
3,6,1,50,12,23,12,29
4,7,1,50,12,23,12,30
3,6,1,52,12,23,12,29
2,5,1,92,12,23,12,28
5,8,1,155,12,23,12,31
5,1,1,55,12,23,12,24
5,8,1,55,12,23,12,31
6,2,1,56,12,23,12,25
7,3,1,56,12,23,12,26
5,1,1,57,12,23,12,24
5,8,1,122,12,23,12,31
1,4,1,63,12,23,12,27
5,8,1,348,12,23,12,31
6,2,1,129,12,23,12,25
5,1,1,241,12,23,12,24
2,5,1,95,12,23,12,28
6,2,1,68,12,23,12,25
7,3,1,72,12,23,12,26
5,8,1,72,12,23,12,31
1,4,1,74,12,23,12,27
3,6,1,74,12,23,12,29
4,7,1,74,12,23,12,30
5,8,1,74,12,23,12,31
3,6,1,76,12,23,12,29
1,4,1,77,12,23,12,27
2,5,1,78,12,23,12,28
5,1,1,96,12,23,12,24
6,2,1,96,12,23,12,25
4,7,1,83,12,23,12,30
5,1,1,171,12,23,12,24
5,8,1,255,12,23,12,31
6,2,1,245,12,23,12,25
2,5,1,245,12,23,12,28
1,4,1,85,12,23,12,27
2,5,1,85,12,23,12,28
5,1,1,139,12,23,12,24
5,1,1,220,12,23,12,24
1,4,1,163,12,23,12,27
2,5,1,163,12,23,12,28
3,6,1,163,12,23,12,29
4,7,1,163,12,23,12,30
5,8,1,163,12,23,12,31
5,1,1,299,12,23,12,24
5,1,1,142,12,23,12,24
5,8,1,221,12,23,12,31
6,2,1,353,12,23,12,25
6,2,1,144,12,23,12,25
7,3,1,144,12,23,12,26
1,4,1,144,12,23,12,27
5,1,1,529,12,23,12,24
5,8,1,529,12,23,12,31
5,1,1,532,12,23,12,24
4,7,2,104,12,23,12,30
5,8,2,104,12,23,12,31
6,2,2,277,12,23,12,25
4,7,2,3,12,23,12,30
5,1,2,177,12,23,12,24
5,1,2,4,12,23,12,24
1,4,2,4,12,23,12,27
2,5,2,4,12,23,12,28
2,5,2,215,12,23,12,28
3,6,2,215,12,23,12,29
3,6,2,525,12,23,12,29
4,7,2,7,12,23,12,30
5,8,2,7,12,23,12,31
7,3,2,8,12,23,12,26
2,5,2,9,12,23,12,28
2,5,2,101,12,23,12,28
3,6,2,101,12,23,12,29
3,6,2,495,12,23,12,29
1,4,2,86,12,23,12,27
2,5,2,86,12,23,12,28
3,6,2,86,12,23,12,29
2,5,2,332,12,23,12,28
1,4,2,14,12,23,12,27
1,4,2,203,12,23,12,27
7,3,2,109,12,23,12,26
5,1,2,16,12,23,12,24
6,2,2,16,12,23,12,25
5,8,2,191,12,23,12,31
5,8,2,20,12,23,12,31
6,2,2,25,12,23,12,25
5,8,2,29,12,23,12,31
4,7,2,227,12,23,12,30
5,8,2,227,12,23,12,31
5,1,2,34,12,23,12,24
6,2,2,34,12,23,12,25
7,3,2,34,12,23,12,26
1,4,2,34,12,23,12,27
2,5,2,34,12,23,12,28
3,6,2,34,12,23,12,29
4,7,2,34,12,23,12,30
5,8,2,34,12,23,12,31
5,1,2,150,12,23,12,24
2,5,2,114,12,23,12,28
3,6,2,114,12,23,12,29
4,7,2,114,12,23,12,30
2,5,2,202,12,23,12,28
5,8,2,202,12,23,12,31
3,6,2,240,12,23,12,29
2,5,2,302,12,23,12,28
4,7,2,40,12,23,12,30
5,8,2,40,12,23,12,31
5,1,2,41,12,23,12,24
6,2,2,41,12,23,12,25
3,6,2,115,12,23,12,29
2,5,2,42,12,23,12,28
3,6,2,42,12,23,12,29
2,5,2,43,12,23,12,28
5,8,2,46,12,23,12,31
2,5,2,47,12,23,12,28
2,5,2,49,12,23,12,28
5,1,2,50,12,23,12,24
2,5,2,50,12,23,12,28
3,6,2,50,12,23,12,29
4,7,2,50,12,23,12,30
1,4,2,224,12,23,12,27
5,1,2,118,12,23,12,24
5,1,2,100,12,23,12,24
2,5,2,52,12,23,12,28
3,6,2,52,12,23,12,29
2,5,2,92,12,23,12,28
5,1,2,53,12,23,12,24
7,3,2,53,12,23,12,26
5,1,2,55,12,23,12,24
7,3,2,55,12,23,12,26
4,7,2,55,12,23,12,30
5,8,2,55,12,23,12,31
7,3,2,56,12,23,12,26
5,1,2,57,12,23,12,24
3,6,2,60,12,23,12,29
5,8,2,60,12,23,12,31
4,7,2,122,12,23,12,30
5,8,2,122,12,23,12,31
5,1,2,124,12,23,12,24
7,3,2,62,12,23,12,26
4,7,2,348,12,23,12,30
5,8,2,348,12,23,12,31
3,6,2,379,12,23,12,29
5,1,2,241,12,23,12,24
5,8,2,440,12,23,12,31
1,4,2,95,12,23,12,27
2,5,2,95,12,23,12,28
5,1,2,68,12,23,12,24
6,2,2,68,12,23,12,25
5,8,2,68,12,23,12,31
3,6,2,72,12,23,12,29
4,7,2,72,12,23,12,30
5,8,2,72,12,23,12,31
5,1,2,74,12,23,12,24
1,4,2,74,12,23,12,27
3,6,2,74,12,23,12,29
5,8,2,74,12,23,12,31
3,6,2,76,12,23,12,29
1,4,2,78,12,23,12,27
2,5,2,78,12,23,12,28
4,7,2,158,12,23,12,30
5,1,2,96,12,23,12,24
6,2,2,96,12,23,12,25
5,8,2,81,12,23,12,31
5,8,2,274,12,23,12,31
6,2,2,83,12,23,12,25
5,1,2,134,12,23,12,24
5,1,2,171,12,23,12,24
2,5,2,245,12,23,12,28
1,4,2,85,12,23,12,27
5,1,2,139,12,23,12,24
5,1,2,220,12,23,12,24
1,4,2,163,12,23,12,27
2,5,2,163,12,23,12,28
3,6,2,163,12,23,12,29
4,7,2,163,12,23,12,30
5,8,2,163,12,23,12,31
5,1,2,299,12,23,12,24
6,2,2,164,12,23,12,25
7,3,2,164,12,23,12,26
5,1,2,353,12,23,12,24
6,2,2,353,12,23,12,25
5,8,2,292,12,23,12,31
6,2,2,144,12,23,12,25
7,3,2,144,12,23,12,26
1,4,2,144,12,23,12,27
5,8,2,243,12,23,12,31
5,1,2,529,12,23,12,24
7,3,2,529,12,23,12,26
4,7,2,529,12,23,12,30
5,8,2,529,12,23,12,31
7,3,2,492,12,23,12,26
1,4,2,492,12,23,12,27
5,1,2,532,12,23,12,24
3,6,3,104,12,23,12,29
5,1,3,277,12,23,12,24
3,6,3,3,12,23,12,29
5,1,3,177,12,23,12,24
5,1,3,4,12,23,12,24
1,4,3,4,12,23,12,27
2,5,3,4,12,23,12,28
4,7,3,4,12,23,12,30
2,5,3,215,12,23,12,28
1,4,3,261,12,23,12,27
6,2,3,8,12,23,12,25
7,3,3,8,12,23,12,26
2,5,3,101,12,23,12,28
3,6,3,101,12,23,12,29
4,7,3,101,12,23,12,30
3,6,3,495,12,23,12,29
1,4,3,86,12,23,12,27
2,5,3,86,12,23,12,28
3,6,3,203,12,23,12,29
4,7,3,203,12,23,12,30
3,6,3,175,12,23,12,29
4,7,3,175,12,23,12,30
2,5,3,343,12,23,12,28
3,6,3,343,12,23,12,29
5,1,3,16,12,23,12,24
6,2,3,16,12,23,12,25
5,8,3,191,12,23,12,31
7,3,3,24,12,23,12,26
6,2,3,25,12,23,12,25
3,6,3,227,12,23,12,29
4,7,3,227,12,23,12,30
5,8,3,32,12,23,12,31
5,1,3,34,12,23,12,24
6,2,3,34,12,23,12,25
7,3,3,34,12,23,12,26
1,4,3,34,12,23,12,27
2,5,3,34,12,23,12,28
3,6,3,34,12,23,12,29
4,7,3,34,12,23,12,30
5,8,3,34,12,23,12,31
7,3,3,150,12,23,12,26
1,4,3,114,12,23,12,27
6,2,3,258,12,23,12,25
6,2,3,205,12,23,12,25
5,1,3,38,12,23,12,24
5,1,3,40,12,23,12,24
5,8,3,40,12,23,12,31
7,3,3,41,12,23,12,26
3,6,3,115,12,23,12,29
7,3,3,239,12,23,12,26
1,4,3,239,12,23,12,27
5,1,3,46,12,23,12,24
3,6,3,46,12,23,12,29
4,7,3,46,12,23,12,30
6,2,3,49,12,23,12,25
5,1,3,50,12,23,12,24
1,4,3,50,12,23,12,27
2,5,3,50,12,23,12,28
3,6,3,50,12,23,12,29
4,7,3,50,12,23,12,30
1,4,3,52,12,23,12,27
2,5,3,52,12,23,12,28
1,4,3,53,12,23,12,27
5,1,3,55,12,23,12,24
6,2,3,55,12,23,12,25
7,3,3,55,12,23,12,26
2,5,3,55,12,23,12,28
3,6,3,55,12,23,12,29
4,7,3,55,12,23,12,30
6,2,3,56,12,23,12,25
7,3,3,56,12,23,12,26
3,6,3,60,12,23,12,29
4,7,3,60,12,23,12,30
5,8,3,60,12,23,12,31
6,2,3,122,12,23,12,25
3,6,3,122,12,23,12,29
4,7,3,122,12,23,12,30
5,8,3,122,12,23,12,31
7,3,3,62,12,23,12,26
1,4,3,278,12,23,12,27
2,5,3,278,12,23,12,28
5,1,3,95,12,23,12,24
6,2,3,95,12,23,12,25
7,3,3,95,12,23,12,26
1,4,3,95,12,23,12,27
5,1,3,68,12,23,12,24
7,3,3,72,12,23,12,26
3,6,3,72,12,23,12,29
4,7,3,72,12,23,12,30
5,8,3,72,12,23,12,31
1,4,3,74,12,23,12,27
4,7,3,74,12,23,12,30
1,4,3,78,12,23,12,27
2,5,3,78,12,23,12,28
4,7,3,158,12,23,12,30
5,1,3,96,12,23,12,24
5,8,3,81,12,23,12,31
6,2,3,83,12,23,12,25
3,6,3,83,12,23,12,29
5,1,3,171,12,23,12,24
2,5,3,245,12,23,12,28
5,1,3,351,12,23,12,24
1,4,3,163,12,23,12,27
2,5,3,163,12,23,12,28
3,6,3,163,12,23,12,29
7,3,3,172,12,23,12,26
3,6,3,164,12,23,12,29
4,7,3,164,12,23,12,30
1,4,3,221,12,23,12,27
5,1,3,353,12,23,12,24
5,8,3,292,12,23,12,31
7,3,3,144,12,23,12,26
1,4,3,144,12,23,12,27
2,5,3,243,12,23,12,28
5,1,3,529,12,23,12,24
7,3,3,529,12,23,12,26
1,4,3,529,12,23,12,27
7,3,3,492,12,23,12,26
3,6,3,537,12,23,12,29
2,5,4,104,12,23,12,28
3,6,4,104,12,23,12,29
5,8,4,104,12,23,12,31
2,5,4,3,12,23,12,28
4,7,4,3,12,23,12,30
5,1,4,4,12,23,12,24
1,4,4,4,12,23,12,27
6,2,4,8,12,23,12,25
7,3,4,8,12,23,12,26
2,5,4,9,12,23,12,28
2,5,4,101,12,23,12,28
3,6,4,101,12,23,12,29
1,4,4,86,12,23,12,27
2,5,4,343,12,23,12,28
5,1,4,16,12,23,12,24
6,2,4,16,12,23,12,25
1,4,4,22,12,23,12,27
5,1,4,25,12,23,12,24
3,6,4,227,12,23,12,29
6,2,4,34,12,23,12,25
3,6,4,34,12,23,12,29
7,3,4,114,12,23,12,26
