WeekDay,DayDiff,Class,Hotel_Index,Snapshot_Month,Snapshot_Day,Checkin_Month,Checkin_Day
2,10,4,47,9,4,9,14
3,11,4,47,9,4,9,15
7,1,4,211,9,4,9,5
5,13,4,211,9,4,9,17
6,28,4,211,9,4,10,2
4,19,4,49,9,4,9,23
5,20,4,49,9,4,9,24
2,24,4,49,9,4,9,28
4,12,4,51,9,4,9,16
5,13,4,51,9,4,9,17
1,9,4,52,9,4,9,13
3,11,4,52,9,4,9,15
4,12,4,52,9,4,9,16
6,14,4,52,9,4,9,18
1,16,4,52,9,4,9,20
2,17,4,52,9,4,9,21
6,14,4,120,9,4,9,18
7,15,4,120,9,4,9,19
2,24,4,120,9,4,9,28
4,26,4,120,9,4,9,30
5,27,4,120,9,4,10,1
6,28,4,120,9,4,10,2
5,27,4,53,9,4,10,1
5,34,4,53,9,4,10,8
3,4,4,54,9,4,9,8
4,5,4,55,9,4,9,9
2,10,4,55,9,4,9,14
5,13,4,55,9,4,9,17
6,14,4,55,9,4,9,18
1,23,4,55,9,4,9,27
4,26,4,55,9,4,9,30
1,30,4,55,9,4,10,4
4,33,4,55,9,4,10,7
5,34,4,55,9,4,10,8
6,28,4,58,9,4,10,2
1,16,4,60,9,4,9,20
4,26,4,60,9,4,9,30
1,30,4,125,9,4,10,4
4,12,4,63,9,4,9,16
6,14,4,63,9,4,9,18
7,15,4,63,9,4,9,19
4,26,4,63,9,4,9,30
1,2,4,128,9,4,9,6
3,4,4,128,9,4,9,8
4,5,4,128,9,4,9,9
5,27,4,128,9,4,10,1
6,28,4,128,9,4,10,2
7,29,4,128,9,4,10,3
1,30,4,128,9,4,10,4
2,31,4,234,9,4,10,5
2,3,4,67,9,4,9,7
3,11,4,67,9,4,9,15
4,5,4,74,9,4,9,9
6,7,4,74,9,4,9,11
6,14,4,74,9,4,9,18
1,23,4,74,9,4,9,27
2,24,4,74,9,4,9,28
5,34,4,74,9,4,10,8
1,16,4,75,9,4,9,20
4,19,4,75,9,4,9,23
1,2,4,76,9,4,9,6
7,15,4,76,9,4,9,19
4,26,4,76,9,4,9,30
7,29,4,76,9,4,10,3
4,33,4,76,9,4,10,7
3,32,4,184,9,4,10,6
2,10,4,77,9,4,9,14
3,11,4,77,9,4,9,15
7,15,4,96,9,4,9,19
2,17,4,96,9,4,9,21
2,24,4,96,9,4,9,28
5,6,4,81,9,4,9,10
2,10,4,83,9,4,9,14
2,24,4,83,9,4,9,28
4,33,4,83,9,4,10,7
7,15,4,84,9,4,9,19
5,34,4,84,9,4,10,8
1,23,4,97,9,4,9,27
1,2,4,85,9,4,9,6
6,7,4,85,9,4,9,11
4,19,4,85,9,4,9,23
2,17,4,163,9,4,9,21
2,24,4,163,9,4,9,28
4,26,4,140,9,4,9,30
2,10,4,141,9,4,9,14
2,24,4,141,9,4,9,28
4,25,1,1,9,5,9,30
4,32,1,1,9,5,10,7
5,33,1,2,9,5,10,8
2,16,1,105,9,5,9,21
3,17,1,105,9,5,9,22
4,18,1,105,9,5,9,23
5,19,1,105,9,5,9,24
4,25,1,105,9,5,9,30
5,26,1,105,9,5,10,1
6,27,1,105,9,5,10,2
7,28,1,105,9,5,10,3
1,29,1,105,9,5,10,4
4,32,1,105,9,5,10,7
5,33,1,105,9,5,10,8
6,34,1,105,9,5,10,9
6,6,1,328,9,5,9,11
5,12,1,168,9,5,9,17
1,15,1,3,9,5,9,20
6,34,1,3,9,5,10,9
3,3,1,173,9,5,9,8
5,19,1,146,9,5,9,24
6,20,1,146,9,5,9,25
7,21,1,146,9,5,9,26
1,1,1,4,9,5,9,6
2,2,1,4,9,5,9,7
7,28,1,4,9,5,10,3
5,26,1,174,9,5,10,1
1,15,1,6,9,5,9,20
1,22,1,6,9,5,9,27
4,25,1,7,9,5,9,30
1,1,1,8,9,5,9,6
2,2,1,8,9,5,9,7
5,5,1,8,9,5,9,10
5,26,1,8,9,5,10,1
6,27,1,8,9,5,10,2
6,6,1,9,9,5,9,11
1,8,1,106,9,5,9,13
1,22,1,106,9,5,9,27
1,29,1,106,9,5,10,4
4,32,1,10,9,5,10,7
6,6,1,11,9,5,9,11
7,7,1,11,9,5,9,12
3,17,1,11,9,5,9,22
5,26,1,11,9,5,10,1
4,32,1,11,9,5,10,7
6,34,1,11,9,5,10,9
6,6,1,12,9,5,9,11
4,11,1,12,9,5,9,16
6,34,1,12,9,5,10,9
6,6,1,86,9,5,9,11
1,8,1,86,9,5,9,13
4,32,1,86,9,5,10,7
3,3,1,332,9,5,9,8
2,9,1,14,9,5,9,14
7,14,1,16,9,5,9,19
7,21,1,16,9,5,9,26
5,33,1,17,9,5,10,8
4,11,1,18,9,5,9,16
7,21,1,191,9,5,9,26
7,7,1,110,9,5,9,12
1,1,1,20,9,5,9,6
4,4,1,20,9,5,9,9
4,11,1,20,9,5,9,16
4,18,1,20,9,5,9,23
6,20,1,20,9,5,9,25
4,25,1,20,9,5,9,30
4,32,1,20,9,5,10,7
1,15,1,21,9,5,9,20
6,6,1,22,9,5,9,11
5,12,1,22,9,5,9,17
1,22,1,22,9,5,9,27
5,26,1,22,9,5,10,1
1,1,1,23,9,5,9,6
4,4,1,24,9,5,9,9
5,5,1,24,9,5,9,10
7,7,1,24,9,5,9,12
7,28,1,24,9,5,10,3
6,20,1,200,9,5,9,25
1,15,1,88,9,5,9,20
1,22,1,27,9,5,9,27
6,20,1,29,9,5,9,25
1,1,1,193,9,5,9,6
4,4,1,193,9,5,9,9
4,4,1,32,9,5,9,9
4,11,1,32,9,5,9,16
6,6,1,34,9,5,9,11
6,27,1,34,9,5,10,2
6,34,1,34,9,5,10,9
6,6,1,35,9,5,9,11
7,28,1,90,9,5,10,3
5,12,1,113,9,5,9,17
3,24,1,113,9,5,9,29
7,14,1,114,9,5,9,19
1,15,1,114,9,5,9,20
4,32,1,114,9,5,10,7
1,1,1,39,9,5,9,6
2,2,1,39,9,5,9,7
6,13,1,39,9,5,9,18
1,15,1,39,9,5,9,20
7,28,1,39,9,5,10,3
2,30,1,39,9,5,10,5
1,1,1,40,9,5,9,6
2,2,1,40,9,5,9,7
3,3,1,40,9,5,9,8
6,6,1,40,9,5,9,11
1,8,1,40,9,5,9,13
5,12,1,40,9,5,9,17
1,15,1,40,9,5,9,20
3,17,1,40,9,5,9,22
7,28,1,41,9,5,10,3
4,25,1,115,9,5,9,30
6,6,1,42,9,5,9,11
2,9,1,42,9,5,9,14
5,12,1,42,9,5,9,17
1,15,1,42,9,5,9,20
2,16,1,42,9,5,9,21
3,17,1,42,9,5,9,22
1,29,1,42,9,5,10,4
7,28,1,103,9,5,10,3
4,25,1,45,9,5,9,30
6,27,1,47,9,5,10,2
2,2,1,211,9,5,9,7
1,8,1,211,9,5,9,13
4,11,1,49,9,5,9,16
7,14,1,49,9,5,9,19
7,28,1,49,9,5,10,3
2,16,1,50,9,5,9,21
3,17,1,50,9,5,9,22
1,29,1,50,9,5,10,4
6,13,1,51,9,5,9,18
7,14,1,51,9,5,9,19
5,12,1,52,9,5,9,17
6,13,1,52,9,5,9,18
7,14,1,52,9,5,9,19
2,16,1,52,9,5,9,21
3,17,1,52,9,5,9,22
6,27,1,52,9,5,10,2
2,30,1,52,9,5,10,5
5,33,1,52,9,5,10,8
6,13,1,120,9,5,9,18
1,22,1,120,9,5,9,27
5,12,1,53,9,5,9,17
4,18,1,53,9,5,9,23
4,25,1,53,9,5,9,30
5,26,1,53,9,5,10,1
5,33,1,53,9,5,10,8
1,8,1,54,9,5,9,13
5,5,1,55,9,5,9,10
6,6,1,55,9,5,9,11
7,7,1,55,9,5,9,12
1,8,1,55,9,5,9,13
5,12,1,55,9,5,9,17
7,14,1,55,9,5,9,19
2,16,1,55,9,5,9,21
1,22,1,55,9,5,9,27
6,27,1,55,9,5,10,2
1,29,1,55,9,5,10,4
5,12,1,58,9,5,9,17
4,11,1,60,9,5,9,16
4,32,1,60,9,5,10,7
5,12,1,272,9,5,9,17
5,12,1,63,9,5,9,17
4,25,1,63,9,5,9,30
4,32,1,63,9,5,10,7
5,26,1,128,9,5,10,1
6,27,1,128,9,5,10,2
7,28,1,128,9,5,10,3
1,29,1,128,9,5,10,4
3,24,1,207,9,5,9,29
1,1,1,67,9,5,9,6
1,8,1,67,9,5,9,13
7,14,1,67,9,5,9,19
6,27,1,68,9,5,10,2
6,6,1,71,9,5,9,11
6,13,1,71,9,5,9,18
6,20,1,71,9,5,9,25
6,27,1,71,9,5,10,2
6,34,1,71,9,5,10,9
2,16,1,72,9,5,9,21
1,29,1,72,9,5,10,4
5,5,1,73,9,5,9,10
4,11,1,74,9,5,9,16
6,13,1,74,9,5,9,18
2,16,1,74,9,5,9,21
1,22,1,74,9,5,9,27
6,13,1,75,9,5,9,18
1,29,1,75,9,5,10,4
1,1,1,76,9,5,9,6
4,11,1,77,9,5,9,16
5,12,1,77,9,5,9,17
6,13,1,77,9,5,9,18
5,19,1,77,9,5,9,24
6,27,1,81,9,5,10,2
1,1,1,83,9,5,9,6
3,3,1,83,9,5,9,8
4,11,1,83,9,5,9,16
2,16,1,83,9,5,9,21
4,32,1,83,9,5,10,7
5,12,1,84,9,5,9,17
7,14,1,84,9,5,9,19
5,26,1,84,9,5,10,1
7,28,1,84,9,5,10,3
4,32,1,84,9,5,10,7
5,33,1,84,9,5,10,8
2,16,1,97,9,5,9,21
4,18,1,97,9,5,9,23
1,22,1,97,9,5,9,27
1,29,1,255,9,5,10,4
1,1,1,220,9,5,9,6
7,21,1,163,9,5,9,26
5,12,1,140,9,5,9,17
7,14,1,140,9,5,9,19
7,28,1,140,9,5,10,3
6,13,1,141,9,5,9,18
1,15,1,141,9,5,9,20
6,27,1,141,9,5,10,2
4,32,1,141,9,5,10,7
5,12,1,142,9,5,9,17
5,19,1,336,9,5,9,24
1,8,1,320,9,5,9,13
1,15,1,143,9,5,9,20
4,25,1,143,9,5,9,30
5,5,1,144,9,5,9,10
4,32,1,144,9,5,10,7
1,1,1,236,9,5,9,6
3,3,1,236,9,5,9,8
4,4,1,236,9,5,9,9
2,9,1,236,9,5,9,14
3,10,2,1,9,5,9,15
4,25,2,1,9,5,9,30
4,32,2,1,9,5,10,7
5,33,2,2,9,5,10,8
2,16,2,105,9,5,9,21
3,17,2,105,9,5,9,22
4,18,2,105,9,5,9,23
3,24,2,105,9,5,9,29
4,25,2,105,9,5,9,30
6,27,2,105,9,5,10,2
7,28,2,105,9,5,10,3
3,31,2,105,9,5,10,6
4,32,2,105,9,5,10,7
5,33,2,105,9,5,10,8
6,34,2,105,9,5,10,9
1,22,2,328,9,5,9,27
2,23,2,328,9,5,9,28
5,12,2,168,9,5,9,17
1,15,2,3,9,5,9,20
4,32,2,3,9,5,10,7
6,34,2,3,9,5,10,9
2,2,2,173,9,5,9,7
5,19,2,146,9,5,9,24
6,20,2,146,9,5,9,25
7,21,2,146,9,5,9,26
6,27,2,4,9,5,10,2
5,26,2,147,9,5,10,1
5,33,2,147,9,5,10,8
1,22,2,6,9,5,9,27
3,24,2,6,9,5,9,29
7,14,2,7,9,5,9,19
4,32,2,7,9,5,10,7
6,6,2,261,9,5,9,11
2,16,2,261,9,5,9,21
5,26,2,8,9,5,10,1
6,13,2,10,9,5,9,18
6,20,2,10,9,5,9,25
7,21,2,10,9,5,9,26
3,31,2,10,9,5,10,6
4,32,2,10,9,5,10,7
5,5,2,11,9,5,9,10
6,6,2,11,9,5,9,11
7,7,2,11,9,5,9,12
5,12,2,11,9,5,9,17
5,26,2,11,9,5,10,1
7,28,2,11,9,5,10,3
3,31,2,11,9,5,10,6
4,32,2,11,9,5,10,7
6,34,2,11,9,5,10,9
5,26,2,12,9,5,10,1
6,34,2,12,9,5,10,9
7,7,2,86,9,5,9,12
4,11,2,86,9,5,9,16
6,27,2,86,9,5,10,2
5,33,2,86,9,5,10,8
2,2,2,332,9,5,9,7
1,1,2,14,9,5,9,6
4,4,2,14,9,5,9,9
6,6,2,14,9,5,9,11
1,8,2,14,9,5,9,13
5,5,2,16,9,5,9,10
6,13,2,16,9,5,9,18
7,14,2,16,9,5,9,19
4,32,2,17,9,5,10,7
3,10,2,18,9,5,9,15
4,11,2,18,9,5,9,16
6,20,2,191,9,5,9,25
6,6,2,110,9,5,9,11
1,1,2,20,9,5,9,6
4,4,2,20,9,5,9,9
3,10,2,20,9,5,9,15
4,11,2,20,9,5,9,16
3,17,2,20,9,5,9,22
3,24,2,20,9,5,9,29
4,25,2,20,9,5,9,30
4,32,2,20,9,5,10,7
1,15,2,21,9,5,9,20
5,5,2,22,9,5,9,10
6,6,2,22,9,5,9,11
4,11,2,22,9,5,9,16
5,12,2,22,9,5,9,17
1,22,2,22,9,5,9,27
4,25,2,22,9,5,9,30
5,26,2,22,9,5,10,1
1,1,2,23,9,5,9,6
3,3,2,24,9,5,9,8
5,5,2,24,9,5,9,10
6,6,2,24,9,5,9,11
6,27,2,24,9,5,10,2
7,28,2,24,9,5,10,3
6,6,2,25,9,5,9,11
7,7,2,25,9,5,9,12
1,1,2,200,9,5,9,6
1,15,2,88,9,5,9,20
4,25,2,88,9,5,9,30
1,15,2,27,9,5,9,20
3,17,2,27,9,5,9,22
5,19,2,29,9,5,9,24
1,1,2,193,9,5,9,6
4,4,2,193,9,5,9,9
1,1,2,32,9,5,9,6
3,3,2,32,9,5,9,8
4,4,2,32,9,5,9,9
3,10,2,32,9,5,9,15
5,5,2,33,9,5,9,10
3,24,2,33,9,5,9,29
5,5,2,34,9,5,9,10
6,6,2,34,9,5,9,11
2,16,2,34,9,5,9,21
6,20,2,34,9,5,9,25
6,27,2,34,9,5,10,2
3,31,2,34,9,5,10,6
6,34,2,34,9,5,10,9
6,6,2,35,9,5,9,11
7,28,2,90,9,5,10,3
5,12,2,151,9,5,9,17
5,19,2,151,9,5,9,24
5,26,2,151,9,5,10,1
6,13,2,113,9,5,9,18
2,23,2,113,9,5,9,28
3,10,2,114,9,5,9,15
4,11,2,114,9,5,9,16
7,14,2,114,9,5,9,19
1,15,2,114,9,5,9,20
3,31,2,114,9,5,10,6
5,26,2,91,9,5,10,1
1,22,2,202,9,5,9,27
3,24,2,169,9,5,9,29
5,5,2,38,9,5,9,10
4,25,2,38,9,5,9,30
4,32,2,38,9,5,10,7
1,1,2,39,9,5,9,6
2,2,2,39,9,5,9,7
3,3,2,39,9,5,9,8
4,4,2,39,9,5,9,9
4,11,2,39,9,5,9,16
5,12,2,39,9,5,9,17
6,13,2,39,9,5,9,18
1,15,2,39,9,5,9,20
6,20,2,39,9,5,9,25
7,21,2,39,9,5,9,26
4,25,2,39,9,5,9,30
6,27,2,39,9,5,10,2
1,1,2,40,9,5,9,6
2,2,2,40,9,5,9,7
5,5,2,40,9,5,9,10
6,6,2,40,9,5,9,11
7,7,2,40,9,5,9,12
4,11,2,40,9,5,9,16
5,12,2,40,9,5,9,17
7,14,2,40,9,5,9,19
7,28,2,40,9,5,10,3
6,34,2,40,9,5,10,9
7,28,2,41,9,5,10,3
5,5,2,115,9,5,9,10
6,6,2,115,9,5,9,11
7,7,2,115,9,5,9,12
6,13,2,115,9,5,9,18
7,14,2,115,9,5,9,19
4,18,2,115,9,5,9,23
4,25,2,115,9,5,9,30
6,27,2,115,9,5,10,2
4,32,2,115,9,5,10,7
6,34,2,115,9,5,10,9
6,6,2,42,9,5,9,11
1,15,2,42,9,5,9,20
6,27,2,42,9,5,10,2
7,28,2,103,9,5,10,3
2,16,2,43,9,5,9,21
5,19,2,44,9,5,9,24
1,29,2,44,9,5,10,4
4,25,2,45,9,5,9,30
6,27,2,47,9,5,10,2
2,2,2,211,9,5,9,7
7,14,2,49,9,5,9,19
5,19,2,49,9,5,9,24
6,20,2,49,9,5,9,25
2,16,2,50,9,5,9,21
1,29,2,50,9,5,10,4
6,13,2,51,9,5,9,18
5,12,2,52,9,5,9,17
6,13,2,52,9,5,9,18
2,16,2,52,9,5,9,21
5,33,2,52,9,5,10,8
6,13,2,120,9,5,9,18
4,25,2,120,9,5,9,30
4,18,2,53,9,5,9,23
4,25,2,53,9,5,9,30
5,26,2,53,9,5,10,1
5,33,2,53,9,5,10,8
6,6,2,121,9,5,9,11
5,5,2,55,9,5,9,10
6,6,2,55,9,5,9,11
6,13,2,55,9,5,9,18
7,14,2,55,9,5,9,19
1,15,2,55,9,5,9,20
4,25,2,55,9,5,9,30
6,27,2,55,9,5,10,2
7,28,2,55,9,5,10,3
1,29,2,55,9,5,10,4
5,26,2,57,9,5,10,1
4,18,2,58,9,5,9,23
4,11,2,60,9,5,9,16
3,31,2,60,9,5,10,6
4,11,2,272,9,5,9,16
5,12,2,272,9,5,9,17
4,32,2,63,9,5,10,7
5,26,2,128,9,5,10,1
6,27,2,128,9,5,10,2
7,28,2,128,9,5,10,3
1,29,2,128,9,5,10,4
3,24,2,207,9,5,9,29
1,22,2,65,9,5,9,27
5,5,2,93,9,5,9,10
1,8,2,67,9,5,9,13
3,10,2,67,9,5,9,15
4,11,2,67,9,5,9,16
5,12,2,67,9,5,9,17
6,13,2,67,9,5,9,18
6,6,2,68,9,5,9,11
6,27,2,68,9,5,10,2
5,12,2,69,9,5,9,17
6,13,2,69,9,5,9,18
5,5,2,71,9,5,9,10
6,6,2,71,9,5,9,11
5,12,2,71,9,5,9,17
6,13,2,71,9,5,9,18
5,19,2,71,9,5,9,24
6,20,2,71,9,5,9,25
5,26,2,71,9,5,10,1
6,27,2,71,9,5,10,2
5,33,2,71,9,5,10,8
6,34,2,71,9,5,10,9
7,7,2,72,9,5,9,12
2,16,2,72,9,5,9,21
3,24,2,72,9,5,9,29
5,26,2,72,9,5,10,1
6,34,2,72,9,5,10,9
4,4,2,73,9,5,9,9
5,5,2,73,9,5,9,10
3,10,2,74,9,5,9,15
6,13,2,74,9,5,9,18
7,14,2,74,9,5,9,19
2,16,2,74,9,5,9,21
5,19,2,74,9,5,9,24
6,20,2,74,9,5,9,25
1,29,2,74,9,5,10,4
4,32,2,74,9,5,10,7
6,34,2,74,9,5,10,9
1,29,2,75,9,5,10,4
5,5,2,76,9,5,9,10
1,15,2,76,9,5,9,20
5,26,2,76,9,5,10,1
1,29,2,76,9,5,10,4
2,2,2,184,9,5,9,7
3,10,2,77,9,5,9,15
4,11,2,77,9,5,9,16
5,12,2,77,9,5,9,17
5,19,2,77,9,5,9,24
3,10,2,96,9,5,9,15
5,33,2,96,9,5,10,8
4,11,2,79,9,5,9,16
5,5,2,81,9,5,9,10
6,20,2,81,9,5,9,25
3,31,2,206,9,5,10,6
1,1,2,83,9,5,9,6
2,2,2,83,9,5,9,7
6,6,2,83,9,5,9,11
3,10,2,83,9,5,9,15
4,11,2,83,9,5,9,16
7,14,2,83,9,5,9,19
1,15,2,83,9,5,9,20
2,16,2,83,9,5,9,21
7,21,2,83,9,5,9,26
3,24,2,83,9,5,9,29
3,31,2,83,9,5,10,6
6,27,2,267,9,5,10,2
5,12,2,84,9,5,9,17
6,13,2,84,9,5,9,18
6,27,2,84,9,5,10,2
7,28,2,84,9,5,10,3
3,31,2,84,9,5,10,6
4,32,2,84,9,5,10,7
5,33,2,84,9,5,10,8
7,28,2,255,9,5,10,3
1,29,2,255,9,5,10,4
6,13,2,339,9,5,9,18
6,13,2,140,9,5,9,18
4,25,2,140,9,5,9,30
4,32,2,140,9,5,10,7
6,13,2,141,9,5,9,18
7,14,2,141,9,5,9,19
4,25,2,141,9,5,9,30
6,27,2,141,9,5,10,2
7,28,2,141,9,5,10,3
3,31,2,141,9,5,10,6
4,32,2,141,9,5,10,7
5,12,2,142,9,5,9,17
4,18,2,336,9,5,9,23
5,19,2,336,9,5,9,24
1,8,2,320,9,5,9,13
3,24,2,143,9,5,9,29
1,22,2,185,9,5,9,27
2,23,2,185,9,5,9,28
3,24,2,185,9,5,9,29
1,1,2,236,9,5,9,6
2,2,2,236,9,5,9,7
3,3,2,236,9,5,9,8
1,8,2,236,9,5,9,13
2,9,2,236,9,5,9,14
3,10,2,236,9,5,9,15
4,11,2,236,9,5,9,16
7,7,3,104,9,5,9,12
2,23,3,104,9,5,9,28
2,9,3,1,9,5,9,14
4,25,3,1,9,5,9,30
4,32,3,1,9,5,10,7
2,16,3,105,9,5,9,21
3,17,3,105,9,5,9,22
3,24,3,105,9,5,9,29
4,25,3,105,9,5,9,30
5,26,3,105,9,5,10,1
6,27,3,105,9,5,10,2
2,30,3,105,9,5,10,5
3,31,3,105,9,5,10,6
4,32,3,105,9,5,10,7
5,33,3,105,9,5,10,8
6,34,3,105,9,5,10,9
5,19,3,328,9,5,9,24
6,20,3,328,9,5,9,25
5,5,3,3,9,5,9,10
7,14,3,3,9,5,9,19
6,34,3,3,9,5,10,9
1,1,3,173,9,5,9,6
5,19,3,146,9,5,9,24
6,20,3,146,9,5,9,25
7,14,3,5,9,5,9,19
6,34,3,5,9,5,10,9
2,23,3,6,9,5,9,28
5,12,3,7,9,5,9,17
6,13,3,7,9,5,9,18
2,23,3,7,9,5,9,28
4,32,3,7,9,5,10,7
6,6,3,261,9,5,9,11
2,16,3,261,9,5,9,21
4,4,3,8,9,5,9,9
5,12,3,8,9,5,9,17
4,11,3,9,9,5,9,16
6,13,3,10,9,5,9,18
6,20,3,10,9,5,9,25
3,31,3,10,9,5,10,6
4,32,3,10,9,5,10,7
5,5,3,11,9,5,9,10
6,6,3,11,9,5,9,11
7,28,3,11,9,5,10,3
3,31,3,11,9,5,10,6
4,32,3,11,9,5,10,7
6,34,3,11,9,5,10,9
5,26,3,12,9,5,10,1
5,33,3,12,9,5,10,8
6,6,3,86,9,5,9,11
6,27,3,86,9,5,10,2
7,28,3,86,9,5,10,3
4,32,3,86,9,5,10,7
1,1,3,332,9,5,9,6
2,2,3,332,9,5,9,7
3,3,3,14,9,5,9,8
5,5,3,14,9,5,9,10
6,6,3,14,9,5,9,11
6,13,3,14,9,5,9,18
6,13,3,16,9,5,9,18
7,14,3,16,9,5,9,19
4,32,3,17,9,5,10,7
3,10,3,18,9,5,9,15
4,11,3,18,9,5,9,16
1,15,3,191,9,5,9,20
6,27,3,191,9,5,10,2
7,28,3,191,9,5,10,3
2,2,3,186,9,5,9,7
4,4,3,20,9,5,9,9
5,5,3,20,9,5,9,10
2,9,3,20,9,5,9,14
3,10,3,20,9,5,9,15
4,11,3,20,9,5,9,16
5,12,3,20,9,5,9,17
2,16,3,20,9,5,9,21
3,17,3,20,9,5,9,22
5,19,3,20,9,5,9,24
2,23,3,20,9,5,9,28
3,24,3,20,9,5,9,29
4,25,3,20,9,5,9,30
5,26,3,20,9,5,10,1
1,15,3,21,9,5,9,20
5,5,3,22,9,5,9,10
6,6,3,22,9,5,9,11
3,10,3,22,9,5,9,15
4,11,3,22,9,5,9,16
3,24,3,22,9,5,9,29
4,25,3,22,9,5,9,30
4,4,3,24,9,5,9,9
5,5,3,24,9,5,9,10
7,7,3,25,9,5,9,12
1,15,3,88,9,5,9,20
1,15,3,28,9,5,9,20
3,24,3,28,9,5,9,29
4,25,3,28,9,5,9,30
4,11,3,29,9,5,9,16
4,18,3,29,9,5,9,23
4,4,3,193,9,5,9,9
4,4,3,32,9,5,9,9
2,9,3,32,9,5,9,14
5,12,3,32,9,5,9,17
4,32,3,32,9,5,10,7
3,24,3,33,9,5,9,29
5,19,3,34,9,5,9,24
6,27,3,34,9,5,10,2
2,30,3,34,9,5,10,5
6,34,3,34,9,5,10,9
4,18,3,35,9,5,9,23
4,32,3,35,9,5,10,7
7,28,3,90,9,5,10,3
4,11,3,151,9,5,9,16
4,25,3,151,9,5,9,30
5,5,3,113,9,5,9,10
5,12,3,113,9,5,9,17
5,33,3,113,9,5,10,8
6,6,3,114,9,5,9,11
2,9,3,114,9,5,9,14
3,10,3,114,9,5,9,15
4,11,3,114,9,5,9,16
1,15,3,114,9,5,9,20
5,26,3,202,9,5,10,1
3,17,3,194,9,5,9,22
5,5,3,38,9,5,9,10
4,25,3,38,9,5,9,30
4,32,3,38,9,5,10,7
1,1,3,39,9,5,9,6
2,2,3,39,9,5,9,7
3,3,3,39,9,5,9,8
4,4,3,39,9,5,9,9
6,6,3,39,9,5,9,11
7,7,3,39,9,5,9,12
3,24,3,39,9,5,9,29
4,25,3,39,9,5,9,30
1,1,3,40,9,5,9,6
5,5,3,40,9,5,9,10
6,6,3,40,9,5,9,11
7,7,3,40,9,5,9,12
4,11,3,40,9,5,9,16
5,12,3,40,9,5,9,17
5,33,3,40,9,5,10,8
6,34,3,40,9,5,10,9
7,7,3,41,9,5,9,12
5,19,3,41,9,5,9,24
5,33,3,41,9,5,10,8
6,34,3,41,9,5,10,9
5,5,3,115,9,5,9,10
6,6,3,115,9,5,9,11
2,9,3,115,9,5,9,14
4,11,3,115,9,5,9,16
6,13,3,115,9,5,9,18
7,14,3,115,9,5,9,19
3,17,3,115,9,5,9,22
7,21,3,115,9,5,9,26
4,25,3,115,9,5,9,30
3,31,3,115,9,5,10,6
4,32,3,115,9,5,10,7
6,34,3,115,9,5,10,9
1,15,3,42,9,5,9,20
6,27,3,42,9,5,10,2
5,33,3,42,9,5,10,8
7,28,3,103,9,5,10,3
2,16,3,43,9,5,9,21
4,25,3,45,9,5,9,30
7,14,3,46,9,5,9,19
7,14,3,47,9,5,9,19
6,27,3,47,9,5,10,2
5,19,3,211,9,5,9,24
1,29,3,50,9,5,10,4
2,9,3,51,9,5,9,14
5,12,3,51,9,5,9,17
5,12,3,52,9,5,9,17
6,13,3,52,9,5,9,18
1,15,3,52,9,5,9,20
2,16,3,52,9,5,9,21
5,12,3,120,9,5,9,17
6,13,3,120,9,5,9,18
4,25,3,120,9,5,9,30
6,27,3,120,9,5,10,2
5,12,3,53,9,5,9,17
4,25,3,53,9,5,9,30
5,26,3,53,9,5,10,1
5,33,3,53,9,5,10,8
2,2,3,121,9,5,9,7
5,5,3,55,9,5,9,10
5,12,3,55,9,5,9,17
6,13,3,55,9,5,9,18
7,14,3,55,9,5,9,19
1,15,3,55,9,5,9,20
4,25,3,55,9,5,9,30
6,27,3,55,9,5,10,2
5,33,3,55,9,5,10,8
3,17,3,57,9,5,9,22
5,26,3,57,9,5,10,1
4,18,3,58,9,5,9,23
5,19,3,62,9,5,9,24
5,5,3,63,9,5,9,10
2,30,3,63,9,5,10,5
3,31,3,63,9,5,10,6
4,32,3,63,9,5,10,7
5,26,3,128,9,5,10,1
6,27,3,128,9,5,10,2
7,28,3,128,9,5,10,3
1,29,3,128,9,5,10,4
5,5,3,93,9,5,9,10
4,11,3,93,9,5,9,16
3,24,3,217,9,5,9,29
4,25,3,217,9,5,9,30
3,31,3,234,9,5,10,6
2,2,3,67,9,5,9,7
1,8,3,67,9,5,9,13
3,10,3,67,9,5,9,15
4,11,3,67,9,5,9,16
2,2,3,268,9,5,9,7
2,9,3,69,9,5,9,14
3,10,3,69,9,5,9,15
5,12,3,69,9,5,9,17
5,26,3,69,9,5,10,1
2,9,3,70,9,5,9,14
2,23,3,70,9,5,9,28
2,16,3,72,9,5,9,21
3,24,3,72,9,5,9,29
1,29,3,72,9,5,10,4
3,3,3,73,9,5,9,8
4,4,3,73,9,5,9,9
5,5,3,73,9,5,9,10
5,5,3,74,9,5,9,10
2,9,3,74,9,5,9,14
6,13,3,74,9,5,9,18
5,19,3,74,9,5,9,24
5,33,3,74,9,5,10,8
6,34,3,74,9,5,10,9
2,2,3,75,9,5,9,7
2,16,3,75,9,5,9,21
4,18,3,75,9,5,9,23
6,6,3,76,9,5,9,11
4,11,3,76,9,5,9,16
7,14,3,76,9,5,9,19
1,15,3,76,9,5,9,20
1,1,3,184,9,5,9,6
7,7,3,77,9,5,9,12
2,9,3,77,9,5,9,14
3,10,3,77,9,5,9,15
4,11,3,77,9,5,9,16
6,20,3,77,9,5,9,25
5,26,3,81,9,5,10,1
6,34,3,81,9,5,10,9
