Hotel Name,2015-11-11 - 1,2015-11-11 - 2,2015-11-11 - 3,2015-11-11 - 4,2015-10-14 - 1,2015-10-14 - 2,2015-10-14 - 3,2015-10-14 - 4,2015-11-04 - 1,2015-11-04 - 2,2015-11-04 - 3,2015-11-04 - 4,2015-08-19 - 1,2015-08-19 - 2,2015-08-19 - 3,2015-08-19 - 4,2015-10-28 - 1,2015-10-28 - 2,2015-10-28 - 3,2015-10-28 - 4,2015-10-21 - 1,2015-10-21 - 2,2015-10-21 - 3,2015-10-21 - 4,2015-11-06 - 1,2015-11-06 - 2,2015-11-06 - 3,2015-11-06 - 4,2015-08-12 - 1,2015-08-12 - 2,2015-08-12 - 3,2015-08-12 - 4,2015-11-05 - 1,2015-11-05 - 2,2015-11-05 - 3,2015-11-05 - 4,2015-10-22 - 1,2015-10-22 - 2,2015-10-22 - 3,2015-10-22 - 4,2015-11-12 - 1,2015-11-12 - 2,2015-11-12 - 3,2015-11-12 - 4,2015-10-29 - 1,2015-10-29 - 2,2015-10-29 - 3,2015-10-29 - 4,2015-09-10 - 1,2015-09-10 - 2,2015-09-10 - 3,2015-09-10 - 4,2015-09-09 - 1,2015-09-09 - 2,2015-09-09 - 3,2015-09-09 - 4,2015-11-18 - 1,2015-11-18 - 2,2015-11-18 - 3,2015-11-18 - 4,2015-08-26 - 1,2015-08-26 - 2,2015-08-26 - 3,2015-08-26 - 4,2015-11-10 - 1,2015-11-10 - 2,2015-11-10 - 3,2015-11-10 - 4,2015-11-13 - 1,2015-11-13 - 2,2015-11-13 - 3,2015-11-13 - 4,2015-10-15 - 1,2015-10-15 - 2,2015-10-15 - 3,2015-10-15 - 4,2015-11-21 - 1,2015-11-21 - 2,2015-11-21 - 3,2015-11-21 - 4,2015-09-30 - 1,2015-09-30 - 2,2015-09-30 - 3,2015-09-30 - 4,2015-10-30 - 1,2015-10-30 - 2,2015-10-30 - 3,2015-10-30 - 4,2015-09-16 - 1,2015-09-16 - 2,2015-09-16 - 3,2015-09-16 - 4,2015-09-17 - 1,2015-09-17 - 2,2015-09-17 - 3,2015-09-17 - 4,2015-11-28 - 1,2015-11-28 - 2,2015-11-28 - 3,2015-11-28 - 4,2015-10-01 - 1,2015-10-01 - 2,2015-10-01 - 3,2015-10-01 - 4,2015-11-26 - 1,2015-11-26 - 2,2015-11-26 - 3,2015-11-26 - 4,2015-09-11 - 1,2015-09-11 - 2,2015-09-11 - 3,2015-09-11 - 4,2015-09-18 - 1,2015-09-18 - 2,2015-09-18 - 3,2015-09-18 - 4,2015-10-16 - 1,2015-10-16 - 2,2015-10-16 - 3,2015-10-16 - 4,2015-11-27 - 1,2015-11-27 - 2,2015-11-27 - 3,2015-11-27 - 4,2015-10-02 - 1,2015-10-02 - 2,2015-10-02 - 3,2015-10-02 - 4,2015-10-07 - 1,2015-10-07 - 2,2015-10-07 - 3,2015-10-07 - 4,2015-11-07 - 1,2015-11-07 - 2,2015-11-07 - 3,2015-11-07 - 4,2015-08-28 - 1,2015-08-28 - 2,2015-08-28 - 3,2015-08-28 - 4,2015-08-27 - 1,2015-08-27 - 2,2015-08-27 - 3,2015-08-27 - 4,2015-10-27 - 1,2015-10-27 - 2,2015-10-27 - 3,2015-10-27 - 4,2015-11-03 - 1,2015-11-03 - 2,2015-11-03 - 3,2015-11-03 - 4,2015-08-13 - 1,2015-08-13 - 2,2015-08-13 - 3,2015-08-13 - 4,2015-11-25 - 1,2015-11-25 - 2,2015-11-25 - 3,2015-11-25 - 4
The New York EDITION,-1,-1,31,-1,-1,39,44,-1,-1,-1,31,-1,-1,15,12,-1,-1,39,31,-1,-1,39,31,-1,-1,31,-1,-1,-1,15,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,59,-1,-1,50,67,100,-1,-1,11,-1,-1,15,12,-1,-1,-1,35,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,37,47,-1,-1,31,-1,-1,-1,28,38,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,28,-1,-1,49,39,-1,-1,50,39,-1,-1,21,-1,-1,-1,44,35,-1,-1,50,67,-1,-1,35,-1,-1,-1,12,15,-1,-1,13,13,-1,-1,-1,35,-1,-1,-1,35,-1,-1,13,13,-1,-1,-1,0,-1
The Out NYC,-1,-1,-1,-1,-1,67,46,25,11,20,6,10,-1,-1,-1,-1,60,41,55,59,48,42,42,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,40,35,35,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,54,62,44,-1,-1,-1,-1,-1,-1,69,-1,49,44,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,36,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,96,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,10,63,70,23,18,18,22,-1,-1,-1,-1,-1,-1,-1,-1
The Pearl New York,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1
The Peninsula New York,36,38,40,-1,36,38,40,-1,-1,-1,-1,-1,0,35,36,-1,36,38,40,-1,36,38,40,-1,-1,-1,-1,-1,0,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,38,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,38,40,-1,-1,40,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,61,62,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,22,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,38,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,40,-1,-1,-1,-1,-1,35,32,-1,-1,-1,-1,-1,-1
The Plaza Hotel,36,40,42,39,87,42,97,-1,36,34,36,34,17,14,8,-1,39,35,38,40,87,48,51,98,39,30,31,36,8,11,0,8,47,31,34,34,49,95,77,84,-1,-1,-1,-1,36,34,36,38,-1,-1,-1,-1,-1,67,-1,-1,36,36,34,32,12,12,3,11,39,34,34,32,38,38,38,39,80,84,39,84,35,37,-1,-1,-1,100,93,89,36,33,32,36,-1,-1,98,-1,-1,-1,-1,-1,49,-1,49,46,-1,-1,-1,-1,36,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,39,42,30,22,30,-1,-1,-1,-1,-1,-1,95,97,97,29,30,31,36,-1,-1,-1,-1,-1,12,8,-1,43,41,-1,-1,-1,35,36,47,-1,9,2,8,23,26,27,42
The Premier Hotel New York,37,20,31,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,100,-1,-1,-1,21,25,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,14,20,30,-1,-1,16,26,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,49,36,24,12,15,0,4,15,-1,-1,-1,-1,-1,-1,56,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,39,28,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
The Roger,57,61,60,61,-1,-1,-1,-1,68,70,68,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,79,75,75,-1,-1,-1,-1,69,67,70,66,-1,-1,-1,-1,55,54,55,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,77,77,80,79,57,59,56,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,45,46,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,17,-1,-1,-1,-1,-1,-1,-1,-1,90,86,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,92,90,-1,-1,-1,-1,41,42,-1,-1
The Roosevelt Hotel New York City,23,21,25,27,58,49,49,48,58,47,75,27,25,11,14,15,55,46,52,59,59,62,62,62,-1,-1,-1,-1,15,-1,-1,15,29,30,25,33,41,48,46,51,15,15,11,-1,39,44,43,46,69,63,28,75,59,-1,-1,-1,24,24,23,27,18,13,14,15,-1,30,32,33,14,18,14,23,44,44,37,100,0,20,1,20,72,-1,-1,54,-1,47,51,-1,-1,79,85,94,42,44,39,70,44,-1,-1,42,42,44,52,52,23,-1,15,-1,-1,52,66,-1,35,17,70,-1,58,44,66,58,37,34,34,-1,94,46,75,-1,-1,73,79,79,48,49,-1,-1,-1,-1,-1,-1,13,11,11,-1,61,51,56,79,35,51,37,51,-1,-1,-1,-1,21,23,25,27
The Shoreham Hotel,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,40,40,-1,-1,-1,-1,-1,-1,-1,-1,38,38,38,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,55,53,-1,-1,-1,-1,-1,-1,-1,-1,45,45,45,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,-1,-1,84,-1,-1,-1,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,92,-1,-1,-1,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
The St. Regis New York,-1,-1,-1,-1,-1,84,100,-1,-1,48,54,-1,-1,-1,-1,-1,1,7,13,19,-1,-1,-1,-1,-1,64,57,50,-1,-1,-1,-1,70,64,64,70,-1,-1,-1,-1,-1,-1,47,54,12,6,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,5,-1,0,5,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,77,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,-1,90,83,84,69,-1,-1,-1,-1,-1,-1,-1,-1,66,74,81,88,-1,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,14,20,25,57,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1
The Standard East Village,59,56,-1,62,-1,67,69,-1,58,58,63,56,22,13,18,22,48,-1,60,48,-1,67,69,68,55,52,-1,-1,100,-1,-1,-1,47,55,-1,-1,58,62,90,85,33,-1,57,-1,42,-1,-1,-1,70,71,66,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,81,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,-1,-1,37,-1,-1,-1,-1,51,-1,38,39,37,33,31,69,61,64,53,67,67,65,63,27,-1,28,25,5,-1,0,-1
The SunBright,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,44,-1,-1,-1,-1,-1,-1,0,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
The Towers of the Waldorf Astoria New York,22,-1,21,-1,35,36,31,34,28,-1,-1,52,-1,-1,2,12,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,23,21,-1,28,31,-1,34,51,55,-1,-1,4,6,12,11,4,7,0,10,41,-1,-1,28,19,-1,-1,-1,-1,-1,24,-1,-1,-1,16,-1,24,28,-1,29,-1,-1,-1,21,-1,-1,48,52,-1,-1,-1,-1,22,18,37,100,30,40,-1,19,-1,-1,-1,27,30,-1,-1,28,-1,-1,-1,-1,32,32,32,28,-1,-1,-1,42,-1,-1,-1,40,-1,-1,-1,-1,10,36,27,32,2,4,9,55,31,36,11,17,45,39,42,-1,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
The Westin New York Grand Central,14,18,20,33,37,53,59,52,27,32,36,43,7,7,10,-1,43,44,49,-1,-1,51,54,-1,-1,-1,26,26,12,19,22,22,-1,22,-1,15,54,-1,-1,42,-1,-1,-1,11,-1,-1,43,-1,-1,58,55,53,-1,52,56,-1,-1,21,24,-1,8,9,12,19,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,-1,36,10,9,-1,-1,54,64,64,-1,51,47,-1,-1,-1,65,72,84,-1,71,68,66,-1,-1,-1,-1,77,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,74,100,-1,40,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,46,51,-1,10,-1,-1,-1,0,0,10,-1
United Nations Apartment Hotel,69,67,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,72,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,-1,-1,-1,67,82,82,100,-1,-1,-1,-1,-1,-1,-1,-1,69,36,82,-1,-1,-1,-1,0,-1,67,56,79,72,64,-1,-1,-1,-1,-1,-1,38,64,-1,-1,41,-1,-1,-1,56,41,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,-1,23,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,-1,75,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,72,-1,-1,-1,-1,-1,36,-1,-1
Viceroy New York,-1,27,32,52,65,60,68,51,41,44,48,44,8,11,14,16,54,60,66,65,57,54,59,67,63,48,42,-1,18,21,39,27,34,32,30,34,47,61,55,78,-1,-1,37,43,55,47,32,33,60,78,74,89,-1,-1,-1,-1,28,36,41,34,0,5,11,13,-1,-1,48,45,47,40,36,46,57,78,65,73,4,4,18,1,76,61,70,70,67,42,45,62,84,65,93,87,47,70,60,85,77,53,-1,-1,51,58,28,-1,22,19,15,25,-1,33,58,-1,73,60,68,68,87,55,76,75,-1,29,44,-1,100,41,64,95,-1,82,90,86,60,57,-1,-1,-1,-1,-1,13,6,7,-1,-1,77,76,73,78,71,68,52,73,16,-1,-1,-1,25,20,23,23
W New York,56,56,56,-1,58,66,70,-1,35,62,38,53,-1,18,22,-1,-1,83,90,68,-1,98,100,-1,-1,53,50,-1,15,15,18,31,-1,-1,-1,62,81,83,88,-1,-1,-1,36,49,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,8,-1,-1,57,-1,-1,-1,39,56,-1,-1,75,53,-1,-1,4,14,-1,84,69,75,82,-1,-1,75,-1,80,-1,-1,-1,76,79,82,81,-1,86,-1,-1,-1,48,42,36,-1,-1,-1,-1,-1,81,-1,-1,80,74,67,79,-1,-1,-1,-1,-1,59,55,-1,60,55,54,73,60,69,76,83,88,64,78,-1,-1,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,69,82,-1,14,14,-1,27,-1,-1,-1
W New York - Downtown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,91,73,-1,-1,-1,-1,-1,65,61,-1,-1,100,97,-1,-1,-1,-1,-1,-1,97,93,75,-1,-1,40,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
W New York - Union Square,59,55,61,68,-1,74,78,-1,-1,63,68,-1,-1,9,-1,-1,70,52,55,-1,60,65,68,-1,64,57,52,-1,-1,0,4,8,-1,62,-1,-1,-1,66,62,59,-1,63,60,56,-1,55,52,49,-1,83,-1,-1,-1,-1,-1,-1,21,24,28,-1,-1,-1,-1,-1,-1,-1,75,81,62,56,51,-1,-1,60,57,54,-1,-1,-1,-1,-1,-1,-1,-1,71,62,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,68,-1,-1,-1,-1,31,-1,86,90,-1,-1,71,67,-1,-1,66,63,90,-1,-1,-1,-1,-1,73,-1,-1,73,78,81,-1,75,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,68,-1,-1,80,84,100,-1,-1,-1,-1,10,5,10,16
W New York Times Square,27,33,25,42,-1,71,78,85,46,41,47,52,27,15,20,46,-1,-1,100,57,68,71,76,86,48,40,38,31,33,36,29,41,28,28,31,33,60,59,61,66,-1,15,24,27,83,43,45,51,-1,-1,-1,-1,72,-1,70,82,18,24,29,38,4,2,11,-1,-1,44,50,56,-1,35,33,27,-1,-1,-1,-1,9,9,4,0,65,71,76,85,-1,-1,-1,-1,87,-1,84,84,73,69,-1,83,-1,-1,-1,-1,75,83,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,53,-1,71,-1,-1,-1,-1,-1,86,-1,-1,-1,-1,-1,-1,-1,55,53,46,61,13,-1,-1,-1,-1,6,28,27,-1,-1,-1,-1,-1,58,57,65,-1,20,19,45,13,15,18,64
Waldorf Astoria New York,38,18,35,-1,67,60,54,-1,59,72,-1,-1,8,13,11,21,-1,-1,-1,-1,-1,-1,-1,-1,64,67,62,60,-1,-1,-1,-1,-1,-1,-1,-1,67,-1,68,68,-1,-1,-1,-1,-1,46,44,-1,-1,-1,50,49,81,-1,-1,-1,19,28,37,-1,15,26,17,17,57,59,19,40,-1,-1,30,43,-1,-1,-1,-1,-1,-1,0,-1,49,-1,-1,-1,54,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,-1,-1,-1,90,38,-1,-1,-1,36,28,28,40,-1,57,43,24,30,52,52,56,51,-1,48,69,57,65,-1,76,-1,-1,-1,-1,-1,-1,71,61,64,20,22,20,32,43,17,5,9,74,60,-1,-1,-1,100,86,-1,6,6,9,6,-1,-1,34,-1
Westin New York at Times Square,35,39,42,46,22,27,30,67,20,25,28,-1,7,11,19,-1,40,45,49,-1,44,49,53,90,-1,37,34,50,15,16,19,-1,29,21,20,14,-1,48,40,37,-1,21,15,13,52,44,41,34,44,47,52,-1,-1,-1,82,-1,25,31,34,-1,1,4,12,19,38,44,49,-1,-1,27,23,45,-1,28,-1,19,-1,11,-1,8,56,53,58,77,-1,47,40,57,-1,100,71,87,34,36,43,-1,-1,49,46,-1,-1,-1,-1,-1,-1,30,21,22,-1,57,52,-1,-1,27,23,27,-1,42,28,32,-1,27,24,20,-1,69,-1,81,73,80,86,-1,57,47,62,-1,0,14,9,7,-1,-1,-1,-1,-1,65,69,-1,-1,51,61,-1,-1,16,-1,14,3,7,8,8
Wyndham Garden - Manhattan Chelsea West,-1,26,-1,-1,-1,-1,-1,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,34,40,-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,32,20,-1,-1,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,16,-1,-1,-1,-1,-1,-1,71,44,44,-1,37,26,49,-1,-1,-1,-1,-1,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,57,59,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,86,-1,-1,-1,-1,-1,34,38,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Wyndham Garden Brooklyn Sunset Park,-1,13,19,-1,-1,54,62,75,-1,16,-1,-1,49,29,28,-1,65,40,43,-1,-1,54,81,57,-1,10,16,-1,-1,63,-1,-1,-1,-1,16,-1,85,-1,54,65,-1,-1,13,-1,65,59,54,57,-1,-1,45,-1,73,58,-1,-1,-1,4,19,-1,-1,10,-1,-1,-1,13,6,-1,-1,6,13,-1,-1,66,54,75,2,0,4,-1,-1,54,97,-1,-1,43,34,57,-1,76,86,-1,-1,-1,-1,-1,-1,0,25,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,81,-1,-1,-1,49,54,-1,-1,0,4,-1,78,49,54,-1,100,93,-1,-1,10,10,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,49,49,-1,16,10,-1,69,69,-1,-1,-1,30,33,-1
Wyndham Garden Chinatown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,47,-1,-1,-1,-1,-1,0,7,9,-1,-1,-1,-1,-1,100,72,77,100,-1,-1,-1,-1,-1,-1,-1,-1,56,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Wyndham Garden Long Island City Manhattan View,31,33,-1,-1,-1,-1,78,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,33,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,53,-1,-1,-1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1
Wyndham New Yorker,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,6,62,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,28,33,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ink48 hotel a Kimpton Hotel,-1,94,-1,-1,-1,-1,-1,-1,88,86,-1,88,13,13,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,91,-1,-1,-1,45,71,-1,66,82,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,-1,-1,64,-1,78,-1,-1,-1,25,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,66,-1,97,70,67,77,-1,-1,-1,-1,-1,-1,-1,-1,22,16,10,13,0,10,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,-1,-1,-1,-1,-1,-1
